,GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000,popchange,percent,k-means label
1070,36047048100,140,36,47,35620,408,0.0,0.0,Census Tract 481,2778.0,1398,2772.0,1202,2778,2772,6,0.21645021645021645,0
1071,36047048400,140,36,47,35620,408,0.0,0.0,Census Tract 484,5481.0,1682,5244.0,1680,5481,5244,237,4.519450800915332,0
1072,36047048800,140,36,47,35620,408,0.0,0.0,Census Tract 488,4395.0,1475,4393.0,1526,4395,4393,2,0.04552697473252903,0
1073,36047048900,140,36,47,35620,408,0.0,0.0,Census Tract 489,4039.0,1433,4020.0,1427,4039,4020,19,0.47263681592039797,0
1074,36047049000,140,36,47,35620,408,0.0,0.0,Census Tract 490,5899.0,2275,6153.0,2278,5899,6153,-254,-4.128067609296279,0
1075,36047049200,140,36,47,35620,408,0.0,0.0,Census Tract 492,3495.0,1163,3346.0,1182,3495,3346,149,4.453078302450687,0
1076,36047049300,140,36,47,35620,408,0.0,0.0,Census Tract 493,7625.0,3068,7681.0,2771,7625,7681,-56,-0.7290717354511131,0
1077,36047049600,140,36,47,35620,408,0.0,0.0,Census Tract 496,4513.0,1492,4560.0,1484,4513,4560,-47,-1.030701754385965,0
1078,36047049700,140,36,47,35620,408,0.0,0.0,Census Tract 497,2645.0,1455,2228.0,1194,2645,2228,417,18.716337522441652,0
1079,36047049800,140,36,47,35620,408,0.0,0.0,Census Tract 498,4232.0,1654,4069.0,1610,4232,4069,163,4.005898255099534,0
1080,36047050000,140,36,47,35620,408,0.0,0.0,Census Tract 500,3474.0,1580,3680.0,1596,3474,3680,-206,-5.597826086956522,0
1081,36047050100,140,36,47,35620,408,0.0,0.0,Census Tract 501,2786.0,1437,2646.0,1306,2786,2646,140,5.291005291005291,0
1082,36047050500,140,36,47,35620,408,0.0,0.0,Census Tract 505,4163.0,1830,4211.0,1682,4163,4211,-48,-1.1398717644265022,0
1083,36047050600,140,36,47,35620,408,0.0,0.0,Census Tract 506,6016.0,1957,6187.0,1964,6016,6187,-171,-2.763859705834815,0
1084,36047050700,140,36,47,35620,408,0.0,0.0,Census Tract 507,2288.0,532,728.0,227,2288,728,1560,214.28571428571428,5
1085,36047051001,140,36,47,35620,408,0.0,0.0,Census Tract 510.01,3926.0,1405,4208.0,1390,3926,4208,-282,-6.701520912547529,0
1086,36047051002,140,36,47,35620,408,0.0,0.0,Census Tract 510.02,4725.0,1795,5064.0,1776,4725,5064,-339,-6.69431279620853,0
1087,36047051100,140,36,47,35620,408,0.0,0.0,Census Tract 511,3933.0,1709,3730.0,1442,3933,3730,203,5.442359249329759,0
1088,36047051300,140,36,47,35620,408,0.0,0.0,Census Tract 513,4332.0,2011,4362.0,1625,4332,4362,-30,-0.6877579092159559,0
1089,36047051400,140,36,47,35620,408,0.0,0.0,Census Tract 514,7366.0,2674,7692.0,2667,7366,7692,-326,-4.238169526781071,0
1090,36047051500,140,36,47,35620,408,0.0,0.0,Census Tract 515,1372.0,744,877.0,430,1372,877,495,56.442417331813,0
1091,36047051601,140,36,47,35620,408,0.0,0.0,Census Tract 516.01,5732.0,1928,5729.0,1887,5732,5729,3,0.05236515971373713,0
1092,36047052500,140,36,47,35620,408,0.0,0.0,Census Tract 525,3499.0,1272,3537.0,1180,3499,3537,-38,-1.0743567995476393,0
1093,36047052800,140,36,47,35620,408,0.0,0.0,Census Tract 528,1818.0,729,2105.0,725,1818,2105,-287,-13.634204275534442,0
1094,36047052900,140,36,47,35620,408,0.0,0.0,Census Tract 529,3979.0,1095,4295.0,1069,3979,4295,-316,-7.357392316647264,0
1095,36047053000,140,36,47,35620,408,0.0,0.0,Census Tract 530,3465.0,1232,3564.0,1227,3465,3564,-99,-2.7777777777777777,0
1096,36047053200,140,36,47,35620,408,0.0,0.0,Census Tract 532,2579.0,1073,2757.0,1024,2579,2757,-178,-6.456293072179905,0
1097,36047053500,140,36,47,35620,408,0.0,0.0,Census Tract 535,4348.0,1191,4880.0,1222,4348,4880,-532,-10.901639344262296,0
1098,36047053800,140,36,47,35620,408,0.0,0.0,Census Tract 538,4473.0,2126,4701.0,2132,4473,4701,-228,-4.850031908104659,0
1099,36047053900,140,36,47,35620,408,0.0,0.0,Census Tract 539,2756.0,829,3704.0,903,2756,3704,-948,-25.593952483801296,0
1100,36047054200,140,36,47,35620,408,0.0,0.0,Census Tract 542,4450.0,1745,4469.0,1618,4450,4469,-19,-0.42515104050123065,0
1101,36047054400,140,36,47,35620,408,0.0,0.0,Census Tract 544,3406.0,1411,3705.0,1354,3406,3705,-299,-8.070175438596491,0
1102,36047054500,140,36,47,35620,408,0.0,0.0,Census Tract 545,8008.0,2378,8028.0,2046,8008,8028,-20,-0.2491280518186348,0
1103,36047054600,140,36,47,35620,408,0.0,0.0,Census Tract 546,4346.0,2082,4571.0,1968,4346,4571,-225,-4.922336469043973,0
1104,36047054700,140,36,47,35620,408,0.0,0.0,Census Tract 547,5245.0,1602,3485.0,914,5245,3485,1760,50.50215208034433,0
1105,36047054800,140,36,47,35620,408,0.0,0.0,Census Tract 548,1989.0,827,2077.0,749,1989,2077,-88,-4.236880115551276,0
1106,36047055000,140,36,47,35620,408,0.0,0.0,Census Tract 550,3551.0,1584,3572.0,1452,3551,3572,-21,-0.5879059350503919,0
1107,36047055200,140,36,47,35620,408,0.0,0.0,Census Tract 552,3498.0,1566,3489.0,1442,3498,3489,9,0.2579535683576956,0
1108,36047055400,140,36,47,35620,408,0.0,0.0,Census Tract 554,4216.0,1856,4284.0,1777,4216,4284,-68,-1.5873015873015872,0
1109,36047055500,140,36,47,35620,408,0.0,0.0,Census Tract 555,1959.0,2290,886.0,542,1959,886,1073,121.10609480812641,5
1110,36047055600,140,36,47,35620,408,0.0,0.0,Census Tract 556,3712.0,1539,3806.0,1438,3712,3806,-94,-2.4697845507094063,0
1111,36047055800,140,36,47,35620,408,0.0,0.0,Census Tract 558,2390.0,1045,2533.0,976,2390,2533,-143,-5.645479668377417,0
1112,36047056000,140,36,47,35620,408,0.0,0.0,Census Tract 560,3493.0,1571,3571.0,1413,3493,3571,-78,-2.1842621114533745,0
1113,36047056100,140,36,47,35620,408,0.0,0.0,Census Tract 561,3295.0,1606,3728.0,1620,3295,3728,-433,-11.61480686695279,0
1114,36047056300,140,36,47,35620,408,0.0,0.0,Census Tract 563,4360.0,2251,4314.0,1850,4360,4314,46,1.0662957811775615,0
1115,36047056600,140,36,47,35620,408,0.0,0.0,Census Tract 566,2419.0,1113,2577.0,1059,2419,2577,-158,-6.1311602638727205,0
1116,36047056800,140,36,47,35620,408,0.0,0.0,Census Tract 568,1314.0,612,1343.0,539,1314,1343,-29,-2.1593447505584513,0
1117,36047056900,140,36,47,35620,408,0.0,0.0,Census Tract 569,1630.0,840,1664.0,775,1630,1664,-34,-2.043269230769231,0
1118,36047057000,140,36,47,35620,408,0.0,0.0,Census Tract 570,3384.0,1547,3292.0,1495,3384,3292,92,2.7946537059538272,0
1119,36047057100,140,36,47,35620,408,0.0,0.0,Census Tract 571,4400.0,2250,5083.0,2133,4400,5083,-683,-13.436946685028525,0
1120,36047057200,140,36,47,35620,408,0.0,0.0,Census Tract 572,5443.0,2203,5633.0,2199,5443,5633,-190,-3.3729806497425887,0
1121,36047057300,140,36,47,35620,408,0.0,0.0,Census Tract 573,2608.0,1284,2787.0,1153,2608,2787,-179,-6.422676713311805,0
1122,36047057400,140,36,47,35620,408,0.0,0.0,Census Tract 574,2657.0,1143,2626.0,949,2657,2626,31,1.1805026656511806,0
1123,36047057600,140,36,47,35620,408,0.0,0.0,Census Tract 576,2918.0,1194,2836.0,990,2918,2836,82,2.8913963328631875,0
1124,36047057800,140,36,47,35620,408,0.0,0.0,Census Tract 578,3176.0,1262,2988.0,1039,3176,2988,188,6.291834002677376,0
1125,36047057900,140,36,47,35620,408,0.0,0.0,Census Tract 579,1117.0,532,1362.0,524,1117,1362,-245,-17.98825256975037,0
1126,36047058000,140,36,47,35620,408,0.0,0.0,Census Tract 580,3365.0,1335,3149.0,1274,3365,3149,216,6.859320419180692,0
1127,36047058200,140,36,47,35620,408,0.0,0.0,Census Tract 582,2967.0,1149,2999.0,1086,2967,2999,-32,-1.06702234078026,0
1128,36047058400,140,36,47,35620,408,0.0,0.0,Census Tract 584,3620.0,1600,3528.0,1513,3620,3528,92,2.6077097505668934,0
1129,36047058600,140,36,47,35620,408,0.0,0.0,Census Tract 586,2519.0,967,2327.0,819,2519,2327,192,8.250966910184786,0
1130,36047058800,140,36,47,35620,408,0.0,0.0,Census Tract 588,3245.0,1497,3473.0,1533,3245,3473,-228,-6.5649294558019005,0
1131,36047058900,140,36,47,35620,408,0.0,0.0,Census Tract 589,1904.0,862,1774.0,769,1904,1774,130,7.328072153325817,0
1132,36047059000,140,36,47,35620,408,0.0,0.0,Census Tract 590,1899.0,744,1878.0,667,1899,1878,21,1.1182108626198082,0
1133,36047059100,140,36,47,35620,408,0.0,0.0,Census Tract 591,3920.0,1992,4277.0,1788,3920,4277,-357,-8.346972176759412,0
1134,36047059200,140,36,47,35620,408,0.0,0.0,Census Tract 592,3870.0,1808,3987.0,1679,3870,3987,-117,-2.9345372460496613,0
1135,36047059401,140,36,47,35620,408,0.0,0.0,Census Tract 594.01,7628.0,3472,7875.0,3079,7628,7875,-247,-3.1365079365079365,0
1136,36047059402,140,36,47,35620,408,0.0,0.0,Census Tract 594.02,4551.0,2319,4614.0,2097,4551,4614,-63,-1.3654096228868662,0
1137,36047059800,140,36,47,35620,408,0.0,0.0,Census Tract 598,3427.0,1556,3310.0,1387,3427,3310,117,3.5347432024169185,0
1138,36047060000,140,36,47,35620,408,0.0,0.0,Census Tract 600,6067.0,3008,6116.0,2762,6067,6116,-49,-0.8011772400261609,0
1139,36047060600,140,36,47,35620,408,0.0,0.0,Census Tract 606,2555.0,1201,2472.0,1166,2555,2472,83,3.357605177993527,0
1140,36047061002,140,36,47,35620,408,0.0,0.0,Census Tract 610.02,4508.0,2286,2747.0,1551,4508,2747,1761,64.1062977793957,5
1141,36047061003,140,36,47,35620,408,0.0,0.0,Census Tract 610.03,1984.0,665,2013.0,629,1984,2013,-29,-1.4406358668653751,0
1142,36047061004,140,36,47,35620,408,0.0,0.0,Census Tract 610.04,6447.0,3409,6542.0,3227,6447,6542,-95,-1.4521553041883217,0
1143,36047061200,140,36,47,35620,408,0.0,0.0,Census Tract 612,1076.0,496,1177.0,494,1076,1177,-101,-8.581138487680544,0
1144,36047062200,140,36,47,35620,408,0.0,0.0,Census Tract 622,3252.0,1725,3064.0,1243,3252,3064,188,6.135770234986945,0
1145,36047062600,140,36,47,35620,408,0.0,0.0,Census Tract 626,2788.0,1201,2720.0,1165,2788,2720,68,2.5,0
1146,36047062800,140,36,47,35620,408,0.0,0.0,Census Tract 628,5226.0,2182,5509.0,2066,5226,5509,-283,-5.137048466146306,0
1147,36047063200,140,36,47,35620,408,0.0,0.0,Census Tract 632,1447.0,741,1368.0,673,1447,1368,79,5.7748538011695905,0
1148,36047063600,140,36,47,35620,408,0.0,0.0,Census Tract 636,1236.0,550,1283.0,477,1236,1283,-47,-3.6632891660171474,0
1149,36047064000,140,36,47,35620,408,0.0,0.0,Census Tract 640,1599.0,658,1488.0,541,1599,1488,111,7.459677419354839,0
1150,36047064200,140,36,47,35620,408,0.0,0.0,Census Tract 642,2518.0,1042,2693.0,967,2518,2693,-175,-6.498329001113999,0
1151,36047064400,140,36,47,35620,408,0.0,0.0,Census Tract 644,2528.0,1034,2299.0,916,2528,2299,229,9.960852544584602,0
1152,36047065000,140,36,47,35620,408,0.0,0.0,Census Tract 650,1389.0,508,1425.0,514,1389,1425,-36,-2.526315789473684,0
1153,36047065200,140,36,47,35620,408,0.0,0.0,Census Tract 652,1232.0,546,1173.0,444,1232,1173,59,5.029838022165388,0
1154,36047065400,140,36,47,35620,408,0.0,0.0,Census Tract 654,1607.0,636,1611.0,584,1607,1611,-4,-0.2482929857231533,0
1155,36047065600,140,36,47,35620,408,0.0,0.0,Census Tract 656,1708.0,644,1826.0,640,1708,1826,-118,-6.4622124863088715,0
1156,36047065800,140,36,47,35620,408,0.0,0.0,Census Tract 658,1762.0,818,1849.0,739,1762,1849,-87,-4.705246078961601,0
1157,36047066200,140,36,47,35620,408,0.0,0.0,Census Tract 662,1411.0,647,1366.0,561,1411,1366,45,3.294289897510981,0
1158,36047066600,140,36,47,35620,408,0.0,0.0,Census Tract 666,0.0,0,0.0,0,0,0,0,0.0,0
1159,36047067000,140,36,47,35620,408,0.0,0.0,Census Tract 670,2680.0,1035,2364.0,1056,2680,2364,316,13.367174280879865,0
1160,36047067200,140,36,47,35620,408,0.0,0.0,Census Tract 672,1422.0,463,1319.0,440,1422,1319,103,7.808946171341925,0
1161,36047067800,140,36,47,35620,408,0.0,0.0,Census Tract 678,2660.0,952,2637.0,938,2660,2637,23,0.8722032612817596,0
1162,36047068200,140,36,47,35620,408,0.0,0.0,Census Tract 682,2432.0,861,2238.0,850,2432,2238,194,8.668453976764969,0
1163,36047068600,140,36,47,35620,408,0.0,0.0,Census Tract 686,1533.0,721,1546.0,712,1533,1546,-13,-0.8408796895213453,0
1164,36047068800,140,36,47,35620,408,0.0,0.0,Census Tract 688,1614.0,601,1559.0,570,1614,1559,55,3.527902501603592,0
1165,36047069000,140,36,47,35620,408,0.0,0.0,Census Tract 690,1791.0,628,1773.0,624,1791,1773,18,1.015228426395939,0
1166,36047069200,140,36,47,35620,408,0.0,0.0,Census Tract 692,2392.0,821,2353.0,819,2392,2353,39,1.6574585635359116,0
1167,36047069601,140,36,47,35620,408,0.0,0.0,Census Tract 696.01,3780.0,1581,3065.0,1288,3780,3065,715,23.3278955954323,0
1168,36047069602,140,36,47,35620,408,0.0,0.0,Census Tract 696.02,5995.0,2306,4861.0,1880,5995,4861,1134,23.32853322361654,0
1169,36047069800,140,36,47,35620,408,0.0,0.0,Census Tract 698,1277.0,509,1370.0,478,1277,1370,-93,-6.788321167883211,0
1170,36047070000,140,36,47,35620,408,0.0,0.0,Census Tract 700,1703.0,702,1736.0,702,1703,1736,-33,-1.9009216589861753,0
1171,36047070201,140,36,47,35620,408,0.0,0.0,Census Tract 702.01,6573.0,2591,6502.0,2511,6573,6502,71,1.0919717010150722,0
1172,36047070203,140,36,47,35620,408,0.0,0.0,Census Tract 702.03,0.0,0,0.0,0,0,0,0,0.0,0
1173,36047070600,140,36,47,35620,408,0.0,0.0,Census Tract 706,2700.0,1078,2876.0,1077,2700,2876,-176,-6.11961057023644,0
1174,36047072200,140,36,47,35620,408,0.0,0.0,Census Tract 722,2655.0,967,2853.0,1053,2655,2853,-198,-6.940063091482649,0
1175,36047072800,140,36,47,35620,408,0.0,0.0,Census Tract 728,3193.0,1378,3777.0,1519,3193,3777,-584,-15.462006883770188,0
1176,36047073600,140,36,47,35620,408,0.0,0.0,Census Tract 736,3368.0,1208,3356.0,1195,3368,3356,12,0.3575685339690107,0
1177,36047073800,140,36,47,35620,408,0.0,0.0,Census Tract 738,3225.0,1231,3306.0,1177,3225,3306,-81,-2.4500907441016335,0
1178,36047074600,140,36,47,35620,408,0.0,0.0,Census Tract 746,2003.0,778,1985.0,701,2003,1985,18,0.906801007556675,0
1179,36047074800,140,36,47,35620,408,0.0,0.0,Census Tract 748,2012.0,721,2094.0,693,2012,2094,-82,-3.9159503342884436,0
1180,36047075000,140,36,47,35620,408,0.0,0.0,Census Tract 750,3029.0,1068,3148.0,995,3029,3148,-119,-3.780177890724269,0
1181,36047075200,140,36,47,35620,408,0.0,0.0,Census Tract 752,1130.0,358,1260.0,342,1130,1260,-130,-10.317460317460316,0
1182,36047075400,140,36,47,35620,408,0.0,0.0,Census Tract 754,1488.0,499,1600.0,458,1488,1600,-112,-7.000000000000001,0
1183,36047075600,140,36,47,35620,408,0.0,0.0,Census Tract 756,1993.0,758,1974.0,689,1993,1974,19,0.9625126646403243,0
1184,36047075800,140,36,47,35620,408,0.0,0.0,Census Tract 758,1816.0,698,1877.0,679,1816,1877,-61,-3.2498668087373472,0
1185,36047076200,140,36,47,35620,408,0.0,0.0,Census Tract 762,4235.0,1695,4671.0,1660,4235,4671,-436,-9.334189681010491,0
1186,36047076400,140,36,47,35620,408,0.0,0.0,Census Tract 764,3487.0,1290,4192.0,1456,3487,4192,-705,-16.817748091603054,0
1187,36047076800,140,36,47,35620,408,0.0,0.0,Census Tract 768,3407.0,1309,3601.0,1263,3407,3601,-194,-5.387392391002499,0
1188,36047077000,140,36,47,35620,408,0.0,0.0,Census Tract 770,2722.0,1073,3063.0,1121,2722,3063,-341,-11.132876265099576,0
1189,36047077200,140,36,47,35620,408,0.0,0.0,Census Tract 772,3394.0,1215,3325.0,1116,3394,3325,69,2.0751879699248117,0
1190,36047077600,140,36,47,35620,408,0.0,0.0,Census Tract 776,3806.0,1703,4123.0,1714,3806,4123,-317,-7.688576279408197,0
1191,36047078200,140,36,47,35620,408,0.0,0.0,Census Tract 782,3864.0,1530,4320.0,1522,3864,4320,-456,-10.555555555555555,0
1192,36047078400,140,36,47,35620,408,0.0,0.0,Census Tract 784,2348.0,814,2740.0,881,2348,2740,-392,-14.306569343065693,0
1193,36047078800,140,36,47,35620,408,0.0,0.0,Census Tract 788,3422.0,1242,3775.0,1285,3422,3775,-353,-9.350993377483444,0
1194,36047079000,140,36,47,35620,408,0.0,0.0,Census Tract 790,5094.0,1942,5908.0,1990,5094,5908,-814,-13.777928232904536,0
1195,36047079400,140,36,47,35620,408,0.0,0.0,Census Tract 794,1864.0,691,1932.0,661,1864,1932,-68,-3.5196687370600417,0
1196,36047079602,140,36,47,35620,408,0.0,0.0,Census Tract 796.02,4814.0,1930,5417.0,1997,4814,5417,-603,-11.131622669374194,0
1197,36047079801,140,36,47,35620,408,0.0,0.0,Census Tract 798.01,3037.0,1343,3252.0,1284,3037,3252,-215,-6.611316113161132,0
1198,36047079802,140,36,47,35620,408,0.0,0.0,Census Tract 798.02,5451.0,2382,5838.0,2279,5451,5838,-387,-6.628982528263104,0
1199,36047080200,140,36,47,35620,408,0.0,0.0,Census Tract 802,4304.0,1784,4817.0,1832,4304,4817,-513,-10.649782022005398,0
1200,36047080400,140,36,47,35620,408,0.0,0.0,Census Tract 804,3250.0,1372,3380.0,1306,3250,3380,-130,-3.8461538461538463,0
1201,36047080800,140,36,47,35620,408,0.0,0.0,Census Tract 808,1197.0,172,0.0,0,1197,0,1197,100.0,5
1202,36047081000,140,36,47,35620,408,0.0,0.0,Census Tract 810,2300.0,960,2444.0,908,2300,2444,-144,-5.8919803600654665,0
1203,36047081800,140,36,47,35620,408,0.0,0.0,Census Tract 818,4551.0,1791,5253.0,1901,4551,5253,-702,-13.363792118789263,0
1204,36047082800,140,36,47,35620,408,0.0,0.0,Census Tract 828,3814.0,1440,3985.0,1447,3814,3985,-171,-4.291091593475533,0
1205,36047083000,140,36,47,35620,408,0.0,0.0,Census Tract 830,5997.0,2241,6563.0,2360,5997,6563,-566,-8.624104830108182,0
1206,36047083200,140,36,47,35620,408,0.0,0.0,Census Tract 832,2289.0,753,2563.0,806,2289,2563,-274,-10.690596956691376,0
1207,36047084000,140,36,47,35620,408,0.0,0.0,Census Tract 840,2412.0,777,2512.0,767,2412,2512,-100,-3.9808917197452227,0
1208,36047084600,140,36,47,35620,408,0.0,0.0,Census Tract 846,1963.0,711,2164.0,780,1963,2164,-201,-9.288354898336413,0
1209,36047084800,140,36,47,35620,408,0.0,0.0,Census Tract 848,1750.0,564,1792.0,586,1750,1792,-42,-2.34375,0
1210,36047085000,140,36,47,35620,408,0.0,0.0,Census Tract 850,1374.0,449,1435.0,465,1374,1435,-61,-4.2508710801393725,0
1211,36047085200,140,36,47,35620,408,0.0,0.0,Census Tract 852,29.0,10,0.0,0,29,0,29,100.0,5
1212,36047085400,140,36,47,35620,408,0.0,0.0,Census Tract 854,2052.0,720,2210.0,731,2052,2210,-158,-7.149321266968325,0
1213,36047085600,140,36,47,35620,408,0.0,0.0,Census Tract 856,3608.0,1476,3898.0,1430,3608,3898,-290,-7.439712673165726,0
1214,36047085800,140,36,47,35620,408,0.0,0.0,Census Tract 858,2434.0,860,2443.0,873,2434,2443,-9,-0.3683995088006549,0
1215,36047086000,140,36,47,35620,408,0.0,0.0,Census Tract 860,3426.0,1271,3665.0,1266,3426,3665,-239,-6.521145975443384,0
1216,36047086800,140,36,47,35620,408,0.0,0.0,Census Tract 868,3156.0,1239,3438.0,1246,3156,3438,-282,-8.202443280977311,0
1217,36047087000,140,36,47,35620,408,0.0,0.0,Census Tract 870,3204.0,1226,3216.0,1168,3204,3216,-12,-0.3731343283582089,0
1218,36047087401,140,36,47,35620,408,0.0,0.0,Census Tract 874.01,3142.0,1428,3315.0,1368,3142,3315,-173,-5.218702865761689,0
1219,36047087800,140,36,47,35620,408,0.0,0.0,Census Tract 878,3006.0,1012,3165.0,978,3006,3165,-159,-5.023696682464455,0
1220,36047088000,140,36,47,35620,408,0.0,0.0,Census Tract 880,2863.0,1176,2721.0,1094,2863,2721,142,5.218669606762219,0
1221,36047088200,140,36,47,35620,408,0.0,0.0,Census Tract 882,6740.0,2674,6764.0,2525,6740,6764,-24,-0.35481963335304556,0
1222,36047088600,140,36,47,35620,408,0.0,0.0,Census Tract 886,4427.0,1843,4650.0,1753,4427,4650,-223,-4.795698924731183,0
1223,36047088800,140,36,47,35620,408,0.0,0.0,Census Tract 888,3923.0,1551,4124.0,1509,3923,4124,-201,-4.873908826382153,0
1224,36047089000,140,36,47,35620,408,0.0,0.0,Census Tract 890,6319.0,2387,6566.0,2339,6319,6566,-247,-3.761803228754188,0
1225,36047089400,140,36,47,35620,408,0.0,0.0,Census Tract 894,3430.0,1261,3664.0,1252,3430,3664,-234,-6.38646288209607,0
1226,36047089600,140,36,47,35620,408,0.0,0.0,Census Tract 896,3546.0,1458,3654.0,1398,3546,3654,-108,-2.955665024630542,0
1227,36047089800,140,36,47,35620,408,0.0,0.0,Census Tract 898,2089.0,754,1530.0,544,2089,1530,559,36.5359477124183,0
1228,36047090000,140,36,47,35620,408,0.0,0.0,Census Tract 900,5508.0,2021,5520.0,1916,5508,5520,-12,-0.21739130434782608,0
1229,36047090200,140,36,47,35620,408,0.0,0.0,Census Tract 902,3451.0,975,4884.0,1105,3451,4884,-1433,-29.34070434070434,0
1230,36047090600,140,36,47,35620,408,0.0,0.0,Census Tract 906,4581.0,1595,4249.0,1502,4581,4249,332,7.813603200753118,0
1231,36047090800,140,36,47,35620,408,0.0,0.0,Census Tract 908,3990.0,1315,3446.0,1221,3990,3446,544,15.786419036564132,0
1232,36047091000,140,36,47,35620,408,0.0,0.0,Census Tract 910,5610.0,2249,5642.0,2269,5610,5642,-32,-0.5671747607231479,0
1233,36047091200,140,36,47,35620,408,0.0,0.0,Census Tract 912,6814.0,2333,7340.0,2312,6814,7340,-526,-7.166212534059946,0
1234,36047091600,140,36,47,35620,408,0.0,0.0,Census Tract 916,4325.0,1593,4238.0,1357,4325,4238,87,2.0528551203397827,0
1235,36047091800,140,36,47,35620,408,0.0,0.0,Census Tract 918,2804.0,998,2847.0,968,2804,2847,-43,-1.510361784334387,0
1236,36047092400,140,36,47,35620,408,0.0,0.0,Census Tract 924,2656.0,917,2473.0,734,2656,2473,183,7.399919126566923,0
1237,36047093200,140,36,47,35620,408,0.0,0.0,Census Tract 932,1142.0,420,1260.0,423,1142,1260,-118,-9.365079365079366,0
1238,36047093400,140,36,47,35620,408,0.0,0.0,Census Tract 934,2401.0,991,2402.0,969,2401,2402,-1,-0.041631973355537054,0
1239,36047093600,140,36,47,35620,408,0.0,0.0,Census Tract 936,1628.0,621,1876.0,663,1628,1876,-248,-13.219616204690832,0
1240,36047094402,140,36,47,35620,408,0.0,0.0,Census Tract 944.02,2886.0,1187,2826.0,1189,2886,2826,60,2.1231422505307855,0
1241,36047095600,140,36,47,35620,408,0.0,0.0,Census Tract 956,4042.0,1330,3966.0,1365,4042,3966,76,1.9162884518406456,0
1242,36047096000,140,36,47,35620,408,0.0,0.0,Census Tract 960,0.0,0,0.0,0,0,0,0,0.0,0
1243,36047096200,140,36,47,35620,408,0.0,0.0,Census Tract 962,1717.0,560,1674.0,560,1717,1674,43,2.5686977299880525,0
1244,36047096400,140,36,47,35620,408,0.0,0.0,Census Tract 964,2361.0,821,2161.0,779,2361,2161,200,9.254974548819991,0
1245,36047096600,140,36,47,35620,408,0.0,0.0,Census Tract 966,2164.0,759,2128.0,756,2164,2128,36,1.6917293233082706,0
1246,36047096800,140,36,47,35620,408,0.0,0.0,Census Tract 968,1471.0,452,1395.0,468,1471,1395,76,5.448028673835125,0
1247,36047100400,140,36,47,35620,408,0.0,0.0,Census Tract 1004,2567.0,963,2779.0,1001,2567,2779,-212,-7.628643396905361,0
1248,36047100800,140,36,47,35620,408,0.0,0.0,Census Tract 1008,2124.0,702,2087.0,742,2124,2087,37,1.7728797316722569,0
1249,36047101400,140,36,47,35620,408,0.0,0.0,Census Tract 1014,2160.0,827,2189.0,797,2160,2189,-29,-1.3248058474189128,0
1250,36047102000,140,36,47,35620,408,0.0,0.0,Census Tract 1020,1922.0,624,2055.0,648,1922,2055,-133,-6.472019464720194,0
1251,36047102400,140,36,47,35620,408,0.0,0.0,Census Tract 1024,2123.0,677,2044.0,713,2123,2044,79,3.8649706457925634,0
1252,36047102600,140,36,47,35620,408,0.0,0.0,Census Tract 1026,2771.0,935,2775.0,927,2771,2775,-4,-0.14414414414414414,0
1253,36047105804,140,36,47,35620,408,0.0,0.0,Census Tract 1058.04,6426.0,3062,7035.0,3230,6426,7035,-609,-8.656716417910449,0
1254,36047107800,140,36,47,35620,408,0.0,0.0,Census Tract 1078,3849.0,1943,4428.0,1832,3849,4428,-579,-13.075880758807587,0
1255,36047109800,140,36,47,35620,408,0.0,0.0,Census Tract 1098,1917.0,621,1488.0,445,1917,1488,429,28.830645161290324,0
1256,36047110400,140,36,47,35620,408,0.0,0.0,Census Tract 1104,4358.0,1797,3797.0,1555,4358,3797,561,14.774822228074797,0
1257,36047110600,140,36,47,35620,408,0.0,0.0,Census Tract 1106,4311.0,1587,4277.0,1583,4311,4277,34,0.7949497311199439,0
1258,36047111000,140,36,47,35620,408,0.0,0.0,Census Tract 1110,3216.0,1425,3508.0,1425,3216,3508,-292,-8.323831242873432,0
1259,36047112000,140,36,47,35620,408,0.0,0.0,Census Tract 1120,3155.0,1219,3142.0,1092,3155,3142,13,0.4137492043284532,0
1260,36047112600,140,36,47,35620,408,0.0,0.0,Census Tract 1126,3783.0,1407,3626.0,1279,3783,3626,157,4.329840044125759,0
1261,36047113000,140,36,47,35620,408,0.0,0.0,Census Tract 1130,3891.0,1442,3544.0,1260,3891,3544,347,9.79119638826185,0
1262,36047113200,140,36,47,35620,408,0.0,0.0,Census Tract 1132,1937.0,666,1387.0,531,1937,1387,550,39.65392934390771,0
1263,36047114201,140,36,47,35620,408,0.0,0.0,Census Tract 1142.01,1578.0,557,1736.0,527,1578,1736,-158,-9.101382488479262,0
1264,36047114202,140,36,47,35620,408,0.0,0.0,Census Tract 1142.02,2766.0,938,2508.0,855,2766,2508,258,10.287081339712918,0
1265,36047114400,140,36,47,35620,408,0.0,0.0,Census Tract 1144,2403.0,804,2054.0,746,2403,2054,349,16.991236611489775,0
1266,36047115000,140,36,47,35620,408,0.0,0.0,Census Tract 1150,2595.0,902,1763.0,665,2595,1763,832,47.192285876347135,0
1267,36047115200,140,36,47,35620,408,0.0,0.0,Census Tract 1152,3094.0,1030,2525.0,877,3094,2525,569,22.534653465346537,0
1268,36047115600,140,36,47,35620,408,0.0,0.0,Census Tract 1156,4315.0,1577,4076.0,1410,4315,4076,239,5.863591756624141,0
