GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
36001000100,140,36,001,10580,104,,,Census Tract 1,2139,910,1728,824,2139,1728
36001000200,140,36,001,10580,104,,,Census Tract 2,6046,3103,5491,2914,6046,5491
36001000300,140,36,001,10580,104,,,Census Tract 3,5888,3041,5571,2588,5888,5571
36045980000,140,36,045,48060,999,,,Census Tract 9800,18,11,15,7,18,15
36001000403,140,36,001,10580,104,,,Census Tract 4.03,4415,2306,4411,2266,4415,4411
36001000404,140,36,001,10580,104,,,Census Tract 4.04,5203,13,4922,22,5203,4922
36001000502,140,36,001,10580,104,,,Census Tract 5.02,3448,943,3589,1007,3448,3589
36001000600,140,36,001,10580,104,,,Census Tract 6,3676,1708,3296,1591,3676,3296
36001000800,140,36,001,10580,104,,,Census Tract 8,2393,1302,2284,1251,2393,2284
36001001100,140,36,001,10580,104,,,Census Tract 11,1169,812,1256,995,1169,1256
36001001400,140,36,001,10580,104,,,Census Tract 14,3560,2693,3610,2727,3560,3610
36001001500,140,36,001,10580,104,,,Census Tract 15,4606,2454,4282,2346,4606,4282
36001001600,140,36,001,10580,104,,,Census Tract 16,4273,1882,4106,1921,4273,4106
36001001700,140,36,001,10580,104,,,Census Tract 17,4021,1962,3965,1874,4021,3965
36001001802,140,36,001,10580,104,,,Census Tract 18.02,3816,2071,3877,1975,3816,3877
36001002200,140,36,001,10580,104,,,Census Tract 22,2344,1528,2213,1542,2344,2213
36001002300,140,36,001,10580,104,,,Census Tract 23,2051,1237,2034,1250,2051,2034
36001002600,140,36,001,10580,104,,,Census Tract 26,5165,2285,5171,2308,5165,5171
36001012700,140,36,001,10580,104,,,Census Tract 127,2342,1265,2407,1247,2342,2407
36001012800,140,36,001,10580,104,,,Census Tract 128,3836,2094,3611,1923,3836,3611
36001013400,140,36,001,10580,104,,,Census Tract 134,2430,1210,2615,1246,2430,2615
36001013000,140,36,001,10580,104,,,Census Tract 130,6545,3086,6204,2741,6545,6204
36001013100,140,36,001,10580,104,,,Census Tract 131,2620,1408,2278,1188,2620,2278
36001013200,140,36,001,10580,104,,,Census Tract 132,3397,1781,3370,1800,3397,3370
36001013300,140,36,001,10580,104,,,Census Tract 133,4427,2315,4235,2076,4427,4235
36001013503,140,36,001,10580,104,,,Census Tract 135.03,4277,1885,3667,1650,4277,3667
36001013505,140,36,001,10580,104,,,Census Tract 135.05,2712,1067,2834,1086,2712,2834
36001013506,140,36,001,10580,104,,,Census Tract 135.06,6361,2864,6150,2596,6361,6150
36001013507,140,36,001,10580,104,,,Census Tract 135.07,2594,1092,2474,1022,2594,2474
36001013508,140,36,001,10580,104,,,Census Tract 135.08,6547,2619,6245,2451,6547,6245
36001013601,140,36,001,10580,104,,,Census Tract 136.01,9372,3311,7795,2989,9372,7795
36001013602,140,36,001,10580,104,,,Census Tract 136.02,4409,2355,3917,2077,4409,3917
36001013703,140,36,001,10580,104,,,Census Tract 137.03,2500,628,2975,672,2500,2975
36001013705,140,36,001,10580,104,,,Census Tract 137.05,6628,2956,6791,2667,6628,6791
36001013707,140,36,001,10580,104,,,Census Tract 137.07,6061,2653,6370,2322,6061,6370
36001013802,140,36,001,10580,104,,,Census Tract 138.02,4390,1618,4128,1439,4390,4128
36001013902,140,36,001,10580,104,,,Census Tract 139.02,5333,2316,5245,2194,5333,5245
36001014001,140,36,001,10580,104,,,Census Tract 140.01,4003,2144,4027,2123,4003,4027
36001014100,140,36,001,10580,104,,,Census Tract 141,5304,2396,5073,2194,5304,5073
36001014201,140,36,001,10580,104,,,Census Tract 142.01,5768,2264,5736,2187,5768,5736
36001014202,140,36,001,10580,104,,,Census Tract 142.02,5938,2641,5359,2245,5938,5359
36001014203,140,36,001,10580,104,,,Census Tract 142.03,6002,2552,6003,2442,6002,6003
36001014302,140,36,001,10580,104,,,Census Tract 143.02,7792,3012,6493,2457,7792,6493
36001014401,140,36,001,10580,104,,,Census Tract 144.01,4151,1802,8212,3326,4151,8212
36001014402,140,36,001,10580,104,,,Census Tract 144.02,3267,1513,3366,1485,3267,3366
36001014501,140,36,001,10580,104,,,Census Tract 145.01,2380,1029,2223,913,2380,2223
36001014503,140,36,001,10580,104,,,Census Tract 145.03,2789,1158,2761,1084,2789,2761
36001014607,140,36,001,10580,104,,,Census Tract 146.07,8262,3232,7530,2834,8262,7530
36001014608,140,36,001,10580,104,,,Census Tract 146.08,4358,1188,2830,1157,4358,2830
36005002400,140,36,005,35620,408,,,Census Tract 24,4,3,0,0,4,0
36001014611,140,36,001,10580,104,,,Census Tract 146.11,1818,834,1758,748,1818,1758
36001014612,140,36,001,10580,104,,,Census Tract 146.12,1720,713,1747,676,1720,1747
36001014613,140,36,001,10580,104,,,Census Tract 146.13,2863,1257,2969,1165,2863,2969
36001014615,140,36,001,10580,104,,,Census Tract 146.15,2374,1336,2202,1226,2374,2202
36001014700,140,36,001,10580,104,,,Census Tract 147,2692,1131,2647,1041,2692,2647
36001014801,140,36,001,10580,104,,,Census Tract 148.01,2794,1634,2881,1397,2794,2881
36001014803,140,36,001,10580,104,,,Census Tract 148.03,3361,1600,3430,1524,3361,3430
36003940200,140,36,003,99999,999,,,Census Tract 9402,1,6,9,12,1,9
36003950100,140,36,003,99999,999,,,Census Tract 9501,2555,1732,2657,1492,2555,2657
36003950300,140,36,003,99999,999,,,Census Tract 9503,4927,1901,4932,1801,4927,4932
36003950400,140,36,003,99999,999,,,Census Tract 9504,3649,3166,3716,3033,3649,3716
36003950600,140,36,003,99999,999,,,Census Tract 9506,3960,2006,3758,1876,3960,3758
36003951000,140,36,003,99999,999,,,Census Tract 9510,3249,1760,3417,1691,3249,3417
36003950900,140,36,003,99999,999,,,Census Tract 9509,3938,1951,3910,1816,3938,3910
36003951100,140,36,003,99999,999,,,Census Tract 9511,3938,1977,4050,1806,3938,4050
36003951200,140,36,003,99999,999,,,Census Tract 9512,5086,2719,5314,2514,5086,5314
36005000200,140,36,005,35620,408,,,Census Tract 2,4334,1449,3525,1208,4334,3525
36005000400,140,36,005,35620,408,,,Census Tract 4,5503,1903,3333,1112,5503,3333
36005001600,140,36,005,35620,408,,,Census Tract 16,5643,2001,5237,1853,5643,5237
36005001900,140,36,005,35620,408,,,Census Tract 19,1917,606,1584,510,1917,1584
36005002000,140,36,005,35620,408,,,Census Tract 20,8731,3135,9068,3167,8731,9068
36005002300,140,36,005,35620,408,,,Census Tract 23,4933,1783,4338,1859,4933,4338
36005002500,140,36,005,35620,408,,,Census Tract 25,5491,1999,5109,1917,5491,5109
36005002701,140,36,005,35620,408,,,Census Tract 27.01,3113,1075,3033,1039,3113,3033
36005002800,140,36,005,35620,408,,,Census Tract 28,5586,2406,5718,2429,5586,5718
36005003300,140,36,005,35620,408,,,Census Tract 33,3413,1186,3116,1062,3413,3116
36005003800,140,36,005,35620,408,,,Census Tract 38,1264,432,1263,430,1264,1263
36005003900,140,36,005,35620,408,,,Census Tract 39,6475,2157,6022,2288,6475,6022
36005004001,140,36,005,35620,408,,,Census Tract 40.01,1420,576,1420,574,1420,1420
36005004100,140,36,005,35620,408,,,Census Tract 41,6127,2083,5240,1933,6127,5240
36005004300,140,36,005,35620,408,,,Census Tract 43,5056,1843,4789,1723,5056,4789
36005004400,140,36,005,35620,408,,,Census Tract 44,4797,1682,4671,1675,4797,4671
36005004800,140,36,005,35620,408,,,Census Tract 48,3883,1389,3678,1206,3883,3678
36005005100,140,36,005,35620,408,,,Census Tract 51,5810,1991,5663,1931,5810,5663
36005005200,140,36,005,35620,408,,,Census Tract 52,2031,797,2186,815,2031,2186
36005005300,140,36,005,35620,408,,,Census Tract 53,4669,1909,4161,1649,4669,4161
36005005400,140,36,005,35620,408,,,Census Tract 54,5853,1931,5550,1904,5853,5550
36005005600,140,36,005,35620,408,,,Census Tract 56,2711,1022,2710,1082,2711,2710
36005005902,140,36,005,35620,408,,,Census Tract 59.02,2582,1100,2682,1100,2582,2682
36005006100,140,36,005,35620,408,,,Census Tract 61,3713,2232,4039,2097,3713,4039
36005006200,140,36,005,35620,408,,,Census Tract 62,6585,2455,6399,2433,6585,6399
36005006300,140,36,005,35620,408,,,Census Tract 63,5280,1983,5830,2044,5280,5830
36005006400,140,36,005,35620,408,,,Census Tract 64,3967,1407,3967,1378,3967,3967
36005006500,140,36,005,35620,408,,,Census Tract 65,5337,1920,4655,1700,5337,4655
36005006700,140,36,005,35620,408,,,Census Tract 67,6984,2372,6491,2288,6984,6491
36005006900,140,36,005,35620,408,,,Census Tract 69,7564,2634,4323,1489,7564,4323
36005007000,140,36,005,35620,408,,,Census Tract 70,4584,1570,4160,1376,4584,4160
36005007300,140,36,005,35620,408,,,Census Tract 73,3893,1340,3248,1125,3893,3248
36005007400,140,36,005,35620,408,,,Census Tract 74,3710,1414,3503,1403,3710,3503
36005007500,140,36,005,35620,408,,,Census Tract 75,4869,1670,4688,1632,4869,4688
36005007700,140,36,005,35620,408,,,Census Tract 77,1927,600,1307,457,1927,1307
36005007800,140,36,005,35620,408,,,Census Tract 78,6418,2216,6171,2197,6418,6171
36005007900,140,36,005,35620,408,,,Census Tract 79,6733,2366,6598,2319,6733,6598
36005008300,140,36,005,35620,408,,,Census Tract 83,6155,2147,6204,2144,6155,6204
36005008400,140,36,005,35620,408,,,Census Tract 84,2374,749,2079,657,2374,2079
36005008500,140,36,005,35620,408,,,Census Tract 85,5457,1826,5409,1526,5457,5409
36005008600,140,36,005,35620,408,,,Census Tract 86,4176,1481,4381,1489,4176,4381
36005008700,140,36,005,35620,408,,,Census Tract 87,5466,1820,5221,1567,5466,5221
36005008900,140,36,005,35620,408,,,Census Tract 89,3177,1207,2886,1122,3177,2886
36005009000,140,36,005,35620,408,,,Census Tract 90,3667,1209,3691,1205,3667,3691
36005009200,140,36,005,35620,408,,,Census Tract 92,5017,1893,4873,1850,5017,4873
36005009300,140,36,005,35620,408,,,Census Tract 93,6356,1910,5531,1831,6356,5531
36005009600,140,36,005,35620,408,,,Census Tract 96,2594,809,2099,669,2594,2099
36005011000,140,36,005,35620,408,,,Census Tract 110,151,48,91,39,151,91
36005011502,140,36,005,35620,408,,,Census Tract 115.02,4340,1474,4139,1372,4340,4139
36005011800,140,36,005,35620,408,,,Census Tract 118,5089,1695,5063,1831,5089,5063
36005011900,140,36,005,35620,408,,,Census Tract 119,5698,2027,4793,1720,5698,4793
36005012101,140,36,005,35620,408,,,Census Tract 121.01,3090,999,2878,928,3090,2878
36005012102,140,36,005,35620,408,,,Census Tract 121.02,1631,520,1619,516,1631,1619
36005012300,140,36,005,35620,408,,,Census Tract 123,4152,1492,2923,1101,4152,2923
36005012701,140,36,005,35620,408,,,Census Tract 127.01,2253,819,2309,812,2253,2309
36005012901,140,36,005,35620,408,,,Census Tract 129.01,4015,1519,2728,1055,4015,2728
36005013000,140,36,005,35620,408,,,Census Tract 130,1032,482,1179,490,1032,1179
36005013100,140,36,005,35620,408,,,Census Tract 131,5103,1763,3519,1326,5103,3519
36005013200,140,36,005,35620,408,,,Census Tract 132,5890,2373,5630,2284,5890,5630
36005013300,140,36,005,35620,408,,,Census Tract 133,6384,2339,6047,2249,6384,6047
36005013500,140,36,005,35620,408,,,Census Tract 135,3583,1323,3126,1199,3583,3126
36005014100,140,36,005,35620,408,,,Census Tract 141,3437,1271,2222,792,3437,2222
36005014300,140,36,005,35620,408,,,Census Tract 143,1003,393,803,288,1003,803
36005014400,140,36,005,35620,408,,,Census Tract 144,5880,2268,5701,2213,5880,5701
36005014500,140,36,005,35620,408,,,Census Tract 145,5816,2027,4878,1834,5816,4878
36005014701,140,36,005,35620,408,,,Census Tract 147.01,6461,2033,6100,1993,6461,6100
36005014900,140,36,005,35620,408,,,Census Tract 149,4591,1563,3668,1393,4591,3668
36005015100,140,36,005,35620,408,,,Census Tract 151,5409,1938,4743,1728,5409,4743
36005015200,140,36,005,35620,408,,,Census Tract 152,2341,987,2359,988,2341,2359
36005015300,140,36,005,35620,408,,,Census Tract 153,4031,1494,2962,1161,4031,2962
36005015500,140,36,005,35620,408,,,Census Tract 155,3005,1034,2779,1021,3005,2779
36005015700,140,36,005,35620,408,,,Census Tract 157,3580,1321,3571,1218,3580,3571
36005015800,140,36,005,35620,408,,,Census Tract 158,1206,480,1211,599,1206,1211
36005015900,140,36,005,35620,408,,,Census Tract 159,2164,686,2170,663,2164,2170
36005016300,140,36,005,35620,408,,,Census Tract 163,0,0,0,0,0,0
36005016400,140,36,005,35620,408,,,Census Tract 164,1141,481,1212,458,1141,1212
36005016600,140,36,005,35620,408,,,Census Tract 166,2166,814,2245,845,2166,2245
36005017100,140,36,005,35620,408,,,Census Tract 171,0,0,0,0,0,0
36005017300,140,36,005,35620,408,,,Census Tract 173,5987,2101,4842,1774,5987,4842
36005017500,140,36,005,35620,408,,,Census Tract 175,6911,2598,6466,2580,6911,6466
36005017701,140,36,005,35620,408,,,Census Tract 177.01,4294,1375,3831,1278,4294,3831
36005017702,140,36,005,35620,408,,,Census Tract 177.02,4805,1760,4287,1635,4805,4287
36005017901,140,36,005,35620,408,,,Census Tract 179.01,4677,1530,4654,1472,4677,4654
36005018101,140,36,005,35620,408,,,Census Tract 181.01,3300,1103,3195,1089,3300,3195
36005018102,140,36,005,35620,408,,,Census Tract 181.02,5555,1665,5377,1645,5555,5377
36005018301,140,36,005,35620,408,,,Census Tract 183.01,4525,2000,4638,2000,4525,4638
36005018302,140,36,005,35620,408,,,Census Tract 183.02,3647,1312,3738,1311,3647,3738
36005018400,140,36,005,35620,408,,,Census Tract 184,3855,1672,3695,1620,3855,3695
36005018500,140,36,005,35620,408,,,Census Tract 185,7466,2761,4750,1750,7466,4750
36005018900,140,36,005,35620,408,,,Census Tract 189,7752,2782,6771,2385,7752,6771
36005019300,140,36,005,35620,408,,,Census Tract 193,5461,2029,5740,2042,5461,5740
36005019500,140,36,005,35620,408,,,Census Tract 195,7756,2694,7327,2422,7756,7327
36005019900,140,36,005,35620,408,,,Census Tract 199,8154,2814,7880,2727,8154,7880
36005020000,140,36,005,35620,408,,,Census Tract 200,4878,1663,4104,1549,4878,4104
36005020100,140,36,005,35620,408,,,Census Tract 201,4013,1326,3629,1146,4013,3629
36005020200,140,36,005,35620,408,,,Census Tract 202,2155,907,1824,759,2155,1824
36005020501,140,36,005,35620,408,,,Census Tract 205.01,6996,2688,7436,2784,6996,7436
36005020502,140,36,005,35620,408,,,Census Tract 205.02,1764,699,1875,725,1764,1875
36005020601,140,36,005,35620,408,,,Census Tract 206.01,3050,1179,2375,906,3050,2375
36005021001,140,36,005,35620,408,,,Census Tract 210.01,8521,4069,8768,4308,8521,8768
36005021002,140,36,005,35620,408,,,Census Tract 210.02,6839,3136,7035,3321,6839,7035
36005021100,140,36,005,35620,408,,,Census Tract 211,5565,1960,4532,1478,5565,4532
36005021200,140,36,005,35620,408,,,Census Tract 212,5267,2318,5232,2452,5267,5232
36005021302,140,36,005,35620,408,,,Census Tract 213.02,5415,1935,3981,1321,5415,3981
36005021601,140,36,005,35620,408,,,Census Tract 216.01,4206,1707,4339,1652,4206,4339
36005021602,140,36,005,35620,408,,,Census Tract 216.02,5769,2560,5293,2415,5769,5293
36005021700,140,36,005,35620,408,,,Census Tract 217,5334,1876,4968,1591,5334,4968
36005021800,140,36,005,35620,408,,,Census Tract 218,6499,2409,6648,2410,6499,6648
36005021900,140,36,005,35620,408,,,Census Tract 219,1367,429,1307,426,1367,1307
36005022101,140,36,005,35620,408,,,Census Tract 221.01,3849,1177,3479,1055,3849,3479
36005022102,140,36,005,35620,408,,,Census Tract 221.02,5488,1691,4962,1517,5488,4962
36005022200,140,36,005,35620,408,,,Census Tract 222,3425,1244,3024,1164,3425,3024
36005022300,140,36,005,35620,408,,,Census Tract 223,5047,1802,5510,1818,5047,5510
36005022401,140,36,005,35620,408,,,Census Tract 224.01,2708,1146,2607,1151,2708,2607
36005022403,140,36,005,35620,408,,,Census Tract 224.03,3188,1340,2952,1242,3188,2952
36005022404,140,36,005,35620,408,,,Census Tract 224.04,4509,1863,4174,1726,4509,4174
36005022500,140,36,005,35620,408,,,Census Tract 225,7698,2294,6926,2027,7698,6926
36005022703,140,36,005,35620,408,,,Census Tract 227.03,1556,567,1585,532,1556,1585
36005022800,140,36,005,35620,408,,,Census Tract 228,6218,2537,5777,2486,6218,5777
36005022902,140,36,005,35620,408,,,Census Tract 229.02,3273,1130,3112,1039,3273,3112
36005023000,140,36,005,35620,408,,,Census Tract 230,2950,1071,2754,1048,2950,2754
36005023100,140,36,005,35620,408,,,Census Tract 231,1537,445,1611,462,1537,1611
36005023200,140,36,005,35620,408,,,Census Tract 232,2661,968,2333,872,2661,2333
36005023302,140,36,005,35620,408,,,Census Tract 233.02,3415,1020,3545,1149,3415,3545
36005023600,140,36,005,35620,408,,,Census Tract 236,1907,673,1873,687,1907,1873
36005023703,140,36,005,35620,408,,,Census Tract 237.03,5253,1546,5033,1468,5253,5033
36005023704,140,36,005,35620,408,,,Census Tract 237.04,3758,1372,3600,1302,3758,3600
36005023800,140,36,005,35620,408,,,Census Tract 238,2615,911,2335,846,2615,2335
36005023900,140,36,005,35620,408,,,Census Tract 239,8348,2619,8094,2639,8348,8094
36005024000,140,36,005,35620,408,,,Census Tract 240,3882,1398,3502,1260,3882,3502
36005024100,140,36,005,35620,408,,,Census Tract 241,6182,2029,5955,1841,6182,5955
36005024300,140,36,005,35620,408,,,Census Tract 243,5685,1987,5415,1784,5685,5415
36005024400,140,36,005,35620,408,,,Census Tract 244,2120,878,2083,880,2120,2083
36005024501,140,36,005,35620,408,,,Census Tract 245.01,4864,1583,4884,1526,4864,4884
36005024502,140,36,005,35620,408,,,Census Tract 245.02,3640,1169,3655,1127,3640,3655
36005024600,140,36,005,35620,408,,,Census Tract 246,2058,805,2086,851,2058,2086
36005024700,140,36,005,35620,408,,,Census Tract 247,1764,651,1807,677,1764,1807
36005024800,140,36,005,35620,408,,,Census Tract 248,3363,1294,3245,1295,3363,3245
36005024900,140,36,005,35620,408,,,Census Tract 249,0,0,0,0,0,0
36005025000,140,36,005,35620,408,,,Census Tract 250,2383,1085,2297,1054,2383,2297
36005025100,140,36,005,35620,408,,,Census Tract 251,6802,2141,6639,2157,6802,6639
36005025200,140,36,005,35620,408,,,Census Tract 252,2530,1032,2417,1006,2530,2417
36005025300,140,36,005,35620,408,,,Census Tract 253,6332,1989,6402,2034,6332,6402
36005025400,140,36,005,35620,408,,,Census Tract 254,1959,876,1886,869,1959,1886
36005025500,140,36,005,35620,408,,,Census Tract 255,6529,2194,6567,2176,6529,6567
36005025600,140,36,005,35620,408,,,Census Tract 256,1663,702,1727,702,1663,1727
36005027600,140,36,005,35620,408,,,Census Tract 276,473,218,7,0,473,7
36005025700,140,36,005,35620,408,,,Census Tract 257,1912,684,1635,589,1912,1635
36005026100,140,36,005,35620,408,,,Census Tract 261,1932,1049,1517,859,1932,1517
36005026300,140,36,005,35620,408,,,Census Tract 263,6984,2339,7978,3074,6984,7978
36005026400,140,36,005,35620,408,,,Census Tract 264,4935,2162,4798,2091,4935,4798
36005026500,140,36,005,35620,408,,,Census Tract 265,6942,2114,6724,2016,6942,6724
36005026601,140,36,005,35620,408,,,Census Tract 266.01,2911,1450,3003,1451,2911,3003
36005026602,140,36,005,35620,408,,,Census Tract 266.02,5301,2696,5266,2659,5301,5266
36005026702,140,36,005,35620,408,,,Census Tract 267.02,7040,2489,6961,2499,7040,6961
36005026900,140,36,005,35620,408,,,Census Tract 269,3777,1427,4098,1534,3777,4098
36005027401,140,36,005,35620,408,,,Census Tract 274.01,4785,1950,4971,1906,4785,4971
36005027402,140,36,005,35620,408,,,Census Tract 274.02,3386,1413,3517,1381,3386,3517
36005027700,140,36,005,35620,408,,,Census Tract 277,5065,1844,5339,1853,5065,5339
36005027900,140,36,005,35620,408,,,Census Tract 279,6966,2972,7182,2878,6966,7182
36005028100,140,36,005,35620,408,,,Census Tract 281,3794,1790,3824,1980,3794,3824
36005028300,140,36,005,35620,408,,,Census Tract 283,3149,1357,2507,1065,3149,2507
36005028400,140,36,005,35620,408,,,Census Tract 284,894,67,852,24,894,852
36005028500,140,36,005,35620,408,,,Census Tract 285,3307,1698,3238,1642,3307,3238
36005028600,140,36,005,35620,408,,,Census Tract 286,1191,540,1268,546,1191,1268
36005028700,140,36,005,35620,408,,,Census Tract 287,3178,1265,3159,1270,3178,3159
36005028800,140,36,005,35620,408,,,Census Tract 288,3097,1273,3066,1268,3097,3066
36005029301,140,36,005,35620,408,,,Census Tract 293.01,1875,994,1996,1004,1875,1996
36005029302,140,36,005,35620,408,,,Census Tract 293.02,5052,2884,5372,2905,5052,5372
36005029700,140,36,005,35620,408,,,Census Tract 297,3554,1884,3638,1697,3554,3638
36005030000,140,36,005,35620,408,,,Census Tract 300,5838,2759,5862,2786,5838,5862
36005030100,140,36,005,35620,408,,,Census Tract 301,1304,621,1510,628,1304,1510
36005030200,140,36,005,35620,408,,,Census Tract 302,8887,4258,8864,4334,8887,8864
36005030900,140,36,005,35620,408,,,Census Tract 309,3891,1461,3648,1471,3891,3648
36005031000,140,36,005,35620,408,,,Census Tract 310,4415,1339,4284,1215,4415,4284
36005031200,140,36,005,35620,408,,,Census Tract 312,1524,614,1569,652,1524,1569
36005031400,140,36,005,35620,408,,,Census Tract 314,1966,689,2024,714,1966,2024
36005031600,140,36,005,35620,408,,,Census Tract 316,1863,658,1779,713,1863,1779
36005031800,140,36,005,35620,408,,,Census Tract 318,1810,646,1795,642,1810,1795
36005031900,140,36,005,35620,408,,,Census Tract 319,751,0,7,0,751,7
36005032300,140,36,005,35620,408,,,Census Tract 323,4904,2866,5176,2874,4904,5176
36005032400,140,36,005,35620,408,,,Census Tract 324,2957,1293,2826,1267,2957,2826
36005032600,140,36,005,35620,408,,,Census Tract 326,3154,1169,3203,1189,3154,3203
36005032800,140,36,005,35620,408,,,Census Tract 328,3979,1479,3937,1485,3979,3937
36005033000,140,36,005,35620,408,,,Census Tract 330,5696,2200,5111,2122,5696,5111
36005033201,140,36,005,35620,408,,,Census Tract 332.01,4115,1946,4019,1838,4115,4019
36005033202,140,36,005,35620,408,,,Census Tract 332.02,4167,1672,4069,1578,4167,4069
36005033400,140,36,005,35620,408,,,Census Tract 334,1351,624,224,85,1351,224
36005033500,140,36,005,35620,408,,,Census Tract 335,2178,810,2103,837,2178,2103
36005033600,140,36,005,35620,408,,,Census Tract 336,6188,2639,6138,2589,6188,6138
36005033800,140,36,005,35620,408,,,Census Tract 338,3818,1452,3848,1451,3818,3848
36005034000,140,36,005,35620,408,,,Census Tract 340,4618,1814,4360,1763,4618,4360
36005034200,140,36,005,35620,408,,,Census Tract 342,1675,640,1533,613,1675,1533
36005034500,140,36,005,35620,408,,,Census Tract 345,3566,1764,3499,1604,3566,3499
36005034800,140,36,005,35620,408,,,Census Tract 348,6129,2180,5991,2165,6129,5991
36005035000,140,36,005,35620,408,,,Census Tract 350,1925,701,1896,713,1925,1896
36005035100,140,36,005,35620,408,,,Census Tract 351,3186,1170,3366,1182,3186,3366
36005035600,140,36,005,35620,408,,,Census Tract 356,2027,702,2020,719,2027,2020
36005035800,140,36,005,35620,408,,,Census Tract 358,7166,2576,6917,2490,7166,6917
36005035900,140,36,005,35620,408,,,Census Tract 359,2061,705,1346,438,2061,1346
36005036100,140,36,005,35620,408,,,Census Tract 361,6019,2191,6283,2184,6019,6283
36005036300,140,36,005,35620,408,,,Census Tract 363,7509,2613,6571,2194,7509,6571
36005036400,140,36,005,35620,408,,,Census Tract 364,2557,935,2699,960,2557,2699
36005036501,140,36,005,35620,408,,,Census Tract 365.01,3965,1399,3421,1217,3965,3421
36005036502,140,36,005,35620,408,,,Census Tract 365.02,2423,790,1793,571,2423,1793
36005036700,140,36,005,35620,408,,,Census Tract 367,2599,690,2223,643,2599,2223
36005036800,140,36,005,35620,408,,,Census Tract 368,2011,666,1569,591,2011,1569
36005036901,140,36,005,35620,408,,,Census Tract 369.01,2005,791,1687,690,2005,1687
36005036902,140,36,005,35620,408,,,Census Tract 369.02,2119,762,2143,771,2119,2143
36005037000,140,36,005,35620,408,,,Census Tract 370,2303,856,2210,878,2303,2210
36005037100,140,36,005,35620,408,,,Census Tract 371,4241,1791,4305,1774,4241,4305
36005037200,140,36,005,35620,408,,,Census Tract 372,2222,872,2182,759,2222,2182
36005037300,140,36,005,35620,408,,,Census Tract 373,5318,1905,4900,1800,5318,4900
36005037400,140,36,005,35620,408,,,Census Tract 374,3441,1453,3519,1440,3441,3519
36005037504,140,36,005,35620,408,,,Census Tract 375.04,3677,1320,3163,966,3677,3163
36005037900,140,36,005,35620,408,,,Census Tract 379,5093,1654,5057,1643,5093,5057
36005038000,140,36,005,35620,408,,,Census Tract 380,4585,1869,3910,1659,4585,3910
36005038100,140,36,005,35620,408,,,Census Tract 381,6382,2193,6192,2095,6382,6192
36005038302,140,36,005,35620,408,,,Census Tract 383.02,6106,2009,5685,1810,6106,5685
36005038500,140,36,005,35620,408,,,Census Tract 385,4758,1600,4071,1414,4758,4071
36005038700,140,36,005,35620,408,,,Census Tract 387,3216,1310,3392,1291,3216,3392
36005038800,140,36,005,35620,408,,,Census Tract 388,2606,930,2374,869,2606,2374
36005038900,140,36,005,35620,408,,,Census Tract 389,5325,1946,4558,1634,5325,4558
36005039000,140,36,005,35620,408,,,Census Tract 390,2975,1055,2580,919,2975,2580
36005039100,140,36,005,35620,408,,,Census Tract 391,6992,2564,6372,2357,6992,6372
36005039200,140,36,005,35620,408,,,Census Tract 392,1781,631,1607,581,1781,1607
36005039300,140,36,005,35620,408,,,Census Tract 393,8143,3282,7731,3111,8143,7731
36005039400,140,36,005,35620,408,,,Census Tract 394,4573,1686,4453,1660,4573,4453
36005039500,140,36,005,35620,408,,,Census Tract 395,4146,1531,3414,1273,4146,3414
36005039600,140,36,005,35620,408,,,Census Tract 396,3756,1508,3400,1356,3756,3400
36005039700,140,36,005,35620,408,,,Census Tract 397,3702,573,3914,572,3702,3914
36005039800,140,36,005,35620,408,,,Census Tract 398,3090,1130,2771,1113,3090,2771
36005039902,140,36,005,35620,408,,,Census Tract 399.02,5279,1693,4960,1704,5279,4960
36005040100,140,36,005,35620,408,,,Census Tract 401,4593,1547,5302,1604,4593,5302
36005040302,140,36,005,35620,408,,,Census Tract 403.02,4386,1413,4558,1417,4386,4558
36005040304,140,36,005,35620,408,,,Census Tract 403.04,3794,1264,3925,1270,3794,3925
36005040400,140,36,005,35620,408,,,Census Tract 404,3016,1140,2904,1100,3016,2904
36005040501,140,36,005,35620,408,,,Census Tract 405.01,4397,1426,4365,1409,4397,4365
36005040502,140,36,005,35620,408,,,Census Tract 405.02,6863,2363,6812,2334,6863,6812
36005040600,140,36,005,35620,408,,,Census Tract 406,3490,1312,3398,1331,3490,3398
36005040701,140,36,005,35620,408,,,Census Tract 407.01,3347,1221,3309,1219,3347,3309
36005040702,140,36,005,35620,408,,,Census Tract 407.02,6652,2509,6718,2442,6652,6718
36005040800,140,36,005,35620,408,,,Census Tract 408,4263,1618,4014,1488,4263,4014
36005040900,140,36,005,35620,408,,,Census Tract 409,3637,1475,3499,1420,3637,3499
36005041100,140,36,005,35620,408,,,Census Tract 411,2931,1227,2701,1121,2931,2701
36005041300,140,36,005,35620,408,,,Census Tract 413,7384,2983,7515,3023,7384,7515
36005041500,140,36,005,35620,408,,,Census Tract 415,5461,2279,5635,2265,5461,5635
36005041800,140,36,005,35620,408,,,Census Tract 418,3598,1325,3587,1337,3598,3587
36005041900,140,36,005,35620,408,,,Census Tract 419,6734,2584,6887,2623,6734,6887
36005042000,140,36,005,35620,408,,,Census Tract 420,3850,1467,3788,1350,3850,3788
