GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
36047075200,140,36,047,35620,408,,,Census Tract 752,1130,358,1260,342,1130,1260
36047075400,140,36,047,35620,408,,,Census Tract 754,1488,499,1600,458,1488,1600
36047075600,140,36,047,35620,408,,,Census Tract 756,1993,758,1974,689,1993,1974
36047075800,140,36,047,35620,408,,,Census Tract 758,1816,698,1877,679,1816,1877
36047076200,140,36,047,35620,408,,,Census Tract 762,4235,1695,4671,1660,4235,4671
36047076400,140,36,047,35620,408,,,Census Tract 764,3487,1290,4192,1456,3487,4192
36047076800,140,36,047,35620,408,,,Census Tract 768,3407,1309,3601,1263,3407,3601
36047077000,140,36,047,35620,408,,,Census Tract 770,2722,1073,3063,1121,2722,3063
36047077200,140,36,047,35620,408,,,Census Tract 772,3394,1215,3325,1116,3394,3325
36047077600,140,36,047,35620,408,,,Census Tract 776,3806,1703,4123,1714,3806,4123
36047078200,140,36,047,35620,408,,,Census Tract 782,3864,1530,4320,1522,3864,4320
36047078400,140,36,047,35620,408,,,Census Tract 784,2348,814,2740,881,2348,2740
36047078800,140,36,047,35620,408,,,Census Tract 788,3422,1242,3775,1285,3422,3775
36047079000,140,36,047,35620,408,,,Census Tract 790,5094,1942,5908,1990,5094,5908
36047079400,140,36,047,35620,408,,,Census Tract 794,1864,691,1932,661,1864,1932
36047079602,140,36,047,35620,408,,,Census Tract 796.02,4814,1930,5417,1997,4814,5417
36047079801,140,36,047,35620,408,,,Census Tract 798.01,3037,1343,3252,1284,3037,3252
36047079802,140,36,047,35620,408,,,Census Tract 798.02,5451,2382,5838,2279,5451,5838
36047080200,140,36,047,35620,408,,,Census Tract 802,4304,1784,4817,1832,4304,4817
36047080400,140,36,047,35620,408,,,Census Tract 804,3250,1372,3380,1306,3250,3380
36047080800,140,36,047,35620,408,,,Census Tract 808,1197,172,0,0,1197,0
36047081000,140,36,047,35620,408,,,Census Tract 810,2300,960,2444,908,2300,2444
36047081800,140,36,047,35620,408,,,Census Tract 818,4551,1791,5253,1901,4551,5253
36047082800,140,36,047,35620,408,,,Census Tract 828,3814,1440,3985,1447,3814,3985
36047083000,140,36,047,35620,408,,,Census Tract 830,5997,2241,6563,2360,5997,6563
36047083200,140,36,047,35620,408,,,Census Tract 832,2289,753,2563,806,2289,2563
36047084000,140,36,047,35620,408,,,Census Tract 840,2412,777,2512,767,2412,2512
36047084600,140,36,047,35620,408,,,Census Tract 846,1963,711,2164,780,1963,2164
36047084800,140,36,047,35620,408,,,Census Tract 848,1750,564,1792,586,1750,1792
36047085000,140,36,047,35620,408,,,Census Tract 850,1374,449,1435,465,1374,1435
36047085200,140,36,047,35620,408,,,Census Tract 852,29,10,0,0,29,0
36047085400,140,36,047,35620,408,,,Census Tract 854,2052,720,2210,731,2052,2210
36047085600,140,36,047,35620,408,,,Census Tract 856,3608,1476,3898,1430,3608,3898
36047085800,140,36,047,35620,408,,,Census Tract 858,2434,860,2443,873,2434,2443
36047086000,140,36,047,35620,408,,,Census Tract 860,3426,1271,3665,1266,3426,3665
36047086800,140,36,047,35620,408,,,Census Tract 868,3156,1239,3438,1246,3156,3438
36047087000,140,36,047,35620,408,,,Census Tract 870,3204,1226,3216,1168,3204,3216
36047087401,140,36,047,35620,408,,,Census Tract 874.01,3142,1428,3315,1368,3142,3315
36047087800,140,36,047,35620,408,,,Census Tract 878,3006,1012,3165,978,3006,3165
36047088000,140,36,047,35620,408,,,Census Tract 880,2863,1176,2721,1094,2863,2721
36047088200,140,36,047,35620,408,,,Census Tract 882,6740,2674,6764,2525,6740,6764
36047088600,140,36,047,35620,408,,,Census Tract 886,4427,1843,4650,1753,4427,4650
36047088800,140,36,047,35620,408,,,Census Tract 888,3923,1551,4124,1509,3923,4124
36047089000,140,36,047,35620,408,,,Census Tract 890,6319,2387,6566,2339,6319,6566
36047089400,140,36,047,35620,408,,,Census Tract 894,3430,1261,3664,1252,3430,3664
36047089600,140,36,047,35620,408,,,Census Tract 896,3546,1458,3654,1398,3546,3654
36047089800,140,36,047,35620,408,,,Census Tract 898,2089,754,1530,544,2089,1530
36047090000,140,36,047,35620,408,,,Census Tract 900,5508,2021,5520,1916,5508,5520
36047090200,140,36,047,35620,408,,,Census Tract 902,3451,975,4884,1105,3451,4884
36047090600,140,36,047,35620,408,,,Census Tract 906,4581,1595,4249,1502,4581,4249
36047090800,140,36,047,35620,408,,,Census Tract 908,3990,1315,3446,1221,3990,3446
36047091000,140,36,047,35620,408,,,Census Tract 910,5610,2249,5642,2269,5610,5642
36047091200,140,36,047,35620,408,,,Census Tract 912,6814,2333,7340,2312,6814,7340
36047091600,140,36,047,35620,408,,,Census Tract 916,4325,1593,4238,1357,4325,4238
36047091800,140,36,047,35620,408,,,Census Tract 918,2804,998,2847,968,2804,2847
36047092400,140,36,047,35620,408,,,Census Tract 924,2656,917,2473,734,2656,2473
36047093200,140,36,047,35620,408,,,Census Tract 932,1142,420,1260,423,1142,1260
36047093400,140,36,047,35620,408,,,Census Tract 934,2401,991,2402,969,2401,2402
36047093600,140,36,047,35620,408,,,Census Tract 936,1628,621,1876,663,1628,1876
36047094402,140,36,047,35620,408,,,Census Tract 944.02,2886,1187,2826,1189,2886,2826
36047095600,140,36,047,35620,408,,,Census Tract 956,4042,1330,3966,1365,4042,3966
36047096000,140,36,047,35620,408,,,Census Tract 960,0,0,0,0,0,0
36047096200,140,36,047,35620,408,,,Census Tract 962,1717,560,1674,560,1717,1674
36047096400,140,36,047,35620,408,,,Census Tract 964,2361,821,2161,779,2361,2161
36047096600,140,36,047,35620,408,,,Census Tract 966,2164,759,2128,756,2164,2128
36047096800,140,36,047,35620,408,,,Census Tract 968,1471,452,1395,468,1471,1395
36047100400,140,36,047,35620,408,,,Census Tract 1004,2567,963,2779,1001,2567,2779
36047100800,140,36,047,35620,408,,,Census Tract 1008,2124,702,2087,742,2124,2087
36047101400,140,36,047,35620,408,,,Census Tract 1014,2160,827,2189,797,2160,2189
36047102000,140,36,047,35620,408,,,Census Tract 1020,1922,624,2055,648,1922,2055
36047102400,140,36,047,35620,408,,,Census Tract 1024,2123,677,2044,713,2123,2044
36047102600,140,36,047,35620,408,,,Census Tract 1026,2771,935,2775,927,2771,2775
36047105804,140,36,047,35620,408,,,Census Tract 1058.04,6426,3062,7035,3230,6426,7035
36047107800,140,36,047,35620,408,,,Census Tract 1078,3849,1943,4428,1832,3849,4428
36047109800,140,36,047,35620,408,,,Census Tract 1098,1917,621,1488,445,1917,1488
36047110400,140,36,047,35620,408,,,Census Tract 1104,4358,1797,3797,1555,4358,3797
36047110600,140,36,047,35620,408,,,Census Tract 1106,4311,1587,4277,1583,4311,4277
36047111000,140,36,047,35620,408,,,Census Tract 1110,3216,1425,3508,1425,3216,3508
36047112000,140,36,047,35620,408,,,Census Tract 1120,3155,1219,3142,1092,3155,3142
36047112600,140,36,047,35620,408,,,Census Tract 1126,3783,1407,3626,1279,3783,3626
36047113000,140,36,047,35620,408,,,Census Tract 1130,3891,1442,3544,1260,3891,3544
36047113200,140,36,047,35620,408,,,Census Tract 1132,1937,666,1387,531,1937,1387
36047114201,140,36,047,35620,408,,,Census Tract 1142.01,1578,557,1736,527,1578,1736
36047114202,140,36,047,35620,408,,,Census Tract 1142.02,2766,938,2508,855,2766,2508
36047114400,140,36,047,35620,408,,,Census Tract 1144,2403,804,2054,746,2403,2054
36047115000,140,36,047,35620,408,,,Census Tract 1150,2595,902,1763,665,2595,1763
36047115200,140,36,047,35620,408,,,Census Tract 1152,3094,1030,2525,877,3094,2525
36047115600,140,36,047,35620,408,,,Census Tract 1156,4315,1577,4076,1410,4315,4076
36047116000,140,36,047,35620,408,,,Census Tract 1160,2543,890,2604,856,2543,2604
36047116200,140,36,047,35620,408,,,Census Tract 1162,2157,830,2290,787,2157,2290
36047116400,140,36,047,35620,408,,,Census Tract 1164,2921,1003,2766,949,2921,2766
36047117000,140,36,047,35620,408,,,Census Tract 1170,1880,575,1837,593,1880,1837
36047117201,140,36,047,35620,408,,,Census Tract 1172.01,2713,816,2914,812,2713,2914
36047117400,140,36,047,35620,408,,,Census Tract 1174,4329,1273,4268,1177,4329,4268
36047117601,140,36,047,35620,408,,,Census Tract 1176.01,2750,896,2664,837,2750,2664
36047117602,140,36,047,35620,408,,,Census Tract 1176.02,3313,1082,3173,986,3313,3173
36047117800,140,36,047,35620,408,,,Census Tract 1178,1717,531,1715,517,1717,1715
36047118000,140,36,047,35620,408,,,Census Tract 1180,6,2,0,0,6,0
36047118201,140,36,047,35620,408,,,Census Tract 1182.01,3002,956,2902,861,3002,2902
36047118202,140,36,047,35620,408,,,Census Tract 1182.02,3083,991,3057,931,3083,3057
36047118400,140,36,047,35620,408,,,Census Tract 1184,5420,1641,5106,1473,5420,5106
36047118600,140,36,047,35620,408,,,Census Tract 1186,2969,901,3133,921,2969,3133
36047118800,140,36,047,35620,408,,,Census Tract 1188,4651,1376,4560,1337,4651,4560
36047119200,140,36,047,35620,408,,,Census Tract 1192,3013,1173,2400,943,3013,2400
36047119400,140,36,047,35620,408,,,Census Tract 1194,3914,1396,3371,1160,3914,3371
36047119800,140,36,047,35620,408,,,Census Tract 1198,3426,1124,3190,992,3426,3190
36047120800,140,36,047,35620,408,,,Census Tract 1208,8938,3279,8483,2969,8938,8483
36047121000,140,36,047,35620,408,,,Census Tract 1210,4035,1440,3986,1442,4035,3986
36047121400,140,36,047,35620,408,,,Census Tract 1214,4351,1501,4384,1499,4351,4384
36047122000,140,36,047,35620,408,,,Census Tract 1220,5495,2209,2555,1012,5495,2555
36047152200,140,36,047,35620,408,,,Census Tract 1522,3317,1126,3407,1153,3317,3407
36047990100,140,36,047,35620,408,,,Census Tract 9901,0,0,0,0,0,0
36049950100,140,36,049,99999,999,,,Census Tract 9501,2675,1750,2684,1815,2675,2684
36049950300,140,36,049,99999,999,,,Census Tract 9503,7798,3381,7305,3196,7798,7305
36049950400,140,36,049,99999,999,,,Census Tract 9504,2859,1817,3070,2047,2859,3070
36049950500,140,36,049,99999,999,,,Census Tract 9505,2474,1353,2253,1290,2474,2253
36049950700,140,36,049,99999,999,,,Census Tract 9507,5000,3088,5217,3047,5000,5217
36051030100,140,36,051,40380,464,,,Census Tract 301,4255,1802,4567,1750,4255,4567
36051030201,140,36,051,40380,464,,,Census Tract 302.01,5237,1982,4963,1810,5237,4963
36051030202,140,36,051,40380,464,,,Census Tract 302.02,5843,2809,5026,2157,5843,5026
36051030300,140,36,051,40380,464,,,Census Tract 303,3385,1487,3093,1254,3385,3093
36051030400,140,36,051,40380,464,,,Census Tract 304,3538,1496,3376,1377,3538,3376
36051030500,140,36,051,40380,464,,,Census Tract 305,3041,3,2855,1,3041,2855
36051030600,140,36,051,40380,464,,,Census Tract 306,4305,1806,4541,1610,4305,4541
36051030700,140,36,051,40380,464,,,Census Tract 307,7809,3537,7288,3004,7809,7288
36051030800,140,36,051,40380,464,,,Census Tract 308,5922,2298,7426,2056,5922,7426
36051030900,140,36,051,40380,464,,,Census Tract 309,2986,1463,3261,1411,2986,3261
36051031000,140,36,051,40380,464,,,Census Tract 310,1008,1,11,2,1008,11
36051031100,140,36,051,40380,464,,,Census Tract 311,4912,2499,4677,1987,4912,4677
36051031200,140,36,051,40380,464,,,Census Tract 312,3948,1761,3876,1650,3948,3876
36051031400,140,36,051,40380,464,,,Census Tract 314,4718,2165,4846,2095,4718,4846
36053030501,140,36,053,45060,532,,,Census Tract 305.01,3172,1270,2944,1184,3172,2944
36053030502,140,36,053,45060,532,,,Census Tract 305.02,3914,1624,3543,1384,3914,3543
36053030800,140,36,053,45060,532,,,Census Tract 308,3895,2037,3807,1813,3895,3807
36053030900,140,36,053,45060,532,,,Census Tract 309,4379,1105,3654,856,4379,3654
36053031000,140,36,053,45060,532,,,Census Tract 310,5319,2609,4880,2194,5319,4880
36053031100,140,36,053,45060,532,,,Census Tract 311,2545,1160,2403,1041,2545,2403
36053940101,140,36,053,45060,532,,,Census Tract 9401.01,2736,1231,2702,1178,2736,2702
36053940102,140,36,053,45060,532,,,Census Tract 9401.02,4977,2347,5012,2260,4977,5012
36053940103,140,36,053,45060,532,,,Census Tract 9401.03,3680,1477,3273,1234,3680,3273
36053940200,140,36,053,45060,532,,,Census Tract 9402,3525,1729,3491,1578,3525,3491
36053940300,140,36,053,45060,532,,,Census Tract 9403,5597,2467,5174,2299,5597,5174
36053940401,140,36,053,45060,532,,,Census Tract 9404.01,7309,3430,7141,3121,7309,7141
36053940403,140,36,053,45060,532,,,Census Tract 9404.03,4949,2020,4709,1891,4949,4709
36053940600,140,36,053,45060,532,,,Census Tract 9406,7129,2902,6783,2599,7129,6783
36053940700,140,36,053,45060,532,,,Census Tract 9407,3081,1273,3140,1196,3081,3140
36055000200,140,36,055,40380,464,,,Census Tract 2,2589,1241,2840,1357,2589,2840
36055001000,140,36,055,40380,464,,,Census Tract 10,3668,2245,3335,2257,3668,3335
36055001300,140,36,055,40380,464,,,Census Tract 13,1843,642,1691,652,1843,1691
36055001500,140,36,055,40380,464,,,Census Tract 15,1021,459,1526,649,1021,1526
36055001800,140,36,055,40380,464,,,Census Tract 18,5182,2491,5373,2559,5182,5373
36055001900,140,36,055,40380,464,,,Census Tract 19,2530,1050,2378,1064,2530,2378
36055002000,140,36,055,40380,464,,,Census Tract 20,4812,2088,4940,2079,4812,4940
36055002400,140,36,055,40380,464,,,Census Tract 24,3573,1462,3440,1479,3573,3440
36055002900,140,36,055,40380,464,,,Census Tract 29,3740,2579,3862,2582,3740,3862
36055003000,140,36,055,40380,464,,,Census Tract 30,1924,1226,2105,1246,1924,2105
36055003100,140,36,055,40380,464,,,Census Tract 31,4626,2743,4552,2697,4626,4552
36055003200,140,36,055,40380,464,,,Census Tract 32,1827,1133,2505,1335,1827,2505
36055003300,140,36,055,40380,464,,,Census Tract 33,1657,1088,1675,1061,1657,1675
36055003400,140,36,055,40380,464,,,Census Tract 34,2506,1288,2384,1244,2506,2384
36055003500,140,36,055,40380,464,,,Census Tract 35,1514,542,1742,571,1514,1742
36055003700,140,36,055,40380,464,,,Census Tract 37,3074,1522,3128,1487,3074,3128
36055003802,140,36,055,40380,464,,,Census Tract 38.02,2320,0,2423,0,2320,2423
36055004000,140,36,055,40380,464,,,Census Tract 40,1327,561,1412,600,1327,1412
36055004100,140,36,055,40380,464,,,Census Tract 41,1227,523,1494,664,1227,1494
36055004701,140,36,055,40380,464,,,Census Tract 47.01,3033,1640,3078,1661,3033,3078
36055004702,140,36,055,40380,464,,,Census Tract 47.02,2189,1036,2255,1024,2189,2255
36055004800,140,36,055,40380,464,,,Census Tract 48,2428,977,2496,1034,2428,2496
36055004900,140,36,055,40380,464,,,Census Tract 49,1898,746,2212,895,1898,2212
36055005100,140,36,055,40380,464,,,Census Tract 51,1441,581,1651,645,1441,1651
36055005300,140,36,055,40380,464,,,Census Tract 53,1987,756,2221,868,1987,2221
36055005400,140,36,055,40380,464,,,Census Tract 54,3869,1602,3685,1596,3869,3685
36055005500,140,36,055,40380,464,,,Census Tract 55,1981,806,2363,925,1981,2363
36055005800,140,36,055,40380,464,,,Census Tract 58,3981,1615,3981,1650,3981,3981
36055005900,140,36,055,40380,464,,,Census Tract 59,1752,751,1826,781,1752,1826
36055006000,140,36,055,40380,464,,,Census Tract 60,3415,1750,3612,1747,3415,3612
36055006200,140,36,055,40380,464,,,Census Tract 62,3084,1408,3182,1277,3084,3182
36055006600,140,36,055,40380,464,,,Census Tract 66,1968,813,2106,840,1968,2106
36055006700,140,36,055,40380,464,,,Census Tract 67,3066,1255,3258,1274,3066,3258
36055006800,140,36,055,40380,464,,,Census Tract 68,2828,1220,2807,1206,2828,2807
36055006900,140,36,055,40380,464,,,Census Tract 69,1907,956,2137,1021,1907,2137
36055007000,140,36,055,40380,464,,,Census Tract 70,2963,1270,3090,1363,2963,3090
36055007100,140,36,055,40380,464,,,Census Tract 71,3177,1326,3232,1305,3177,3232
36055007500,140,36,055,40380,464,,,Census Tract 75,2925,1319,3039,1371,2925,3039
36055007600,140,36,055,40380,464,,,Census Tract 76,2938,1462,3114,1432,2938,3114
36055007700,140,36,055,40380,464,,,Census Tract 77,2790,1466,2956,1446,2790,2956
36055007801,140,36,055,40380,464,,,Census Tract 78.01,2458,1597,2365,1600,2458,2365
36055007900,140,36,055,40380,464,,,Census Tract 79,1915,772,2035,815,1915,2035
36055008000,140,36,055,40380,464,,,Census Tract 80,2399,917,2611,1027,2399,2611
36055008100,140,36,055,40380,464,,,Census Tract 81,4390,1760,4404,1784,4390,4404
36055008200,140,36,055,40380,464,,,Census Tract 82,3073,1208,3046,1236,3073,3046
36055008301,140,36,055,40380,464,,,Census Tract 83.01,4048,1827,3982,1819,4048,3982
36055008500,140,36,055,40380,464,,,Census Tract 85,3678,2020,3930,1992,3678,3930
36055008600,140,36,055,40380,464,,,Census Tract 86,4575,2298,4899,2268,4575,4899
36055008701,140,36,055,40380,464,,,Census Tract 87.01,3696,1579,3556,1567,3696,3556
36055008702,140,36,055,40380,464,,,Census Tract 87.02,1499,623,1548,630,1499,1548
36055008800,140,36,055,40380,464,,,Census Tract 88,2580,1068,2408,1065,2580,2408
36055009200,140,36,055,40380,464,,,Census Tract 92,1303,645,1354,658,1303,1354
36055009302,140,36,055,40380,464,,,Census Tract 93.02,1452,1153,1503,1096,1452,1503
36055009500,140,36,055,40380,464,,,Census Tract 95,2963,1615,2655,1440,2963,2655
36055009601,140,36,055,40380,464,,,Census Tract 96.01,1543,740,1663,752,1543,1663
36055009602,140,36,055,40380,464,,,Census Tract 96.02,1640,751,1877,855,1640,1877
36055009603,140,36,055,40380,464,,,Census Tract 96.03,2272,983,2579,1062,2272,2579
36055010100,140,36,055,40380,464,,,Census Tract 101,3799,1858,3886,1766,3799,3886
36055010200,140,36,055,40380,464,,,Census Tract 102,3929,1549,3870,1532,3929,3870
36055010300,140,36,055,40380,464,,,Census Tract 103,3788,1582,3902,1576,3788,3902
36055010400,140,36,055,40380,464,,,Census Tract 104,5051,2292,5118,2286,5051,5118
36055010601,140,36,055,40380,464,,,Census Tract 106.01,2643,1233,2638,1223,2643,2638
36055010602,140,36,055,40380,464,,,Census Tract 106.02,3687,1766,3709,1736,3687,3709
36055010700,140,36,055,40380,464,,,Census Tract 107,3447,1657,3625,1615,3447,3625
36055010901,140,36,055,40380,464,,,Census Tract 109.01,5280,2405,5212,2367,5280,5212
36055010902,140,36,055,40380,464,,,Census Tract 109.02,3313,1704,3155,1592,3313,3155
36055011000,140,36,055,40380,464,,,Census Tract 110,5160,2417,5220,2290,5160,5220
36055011203,140,36,055,40380,464,,,Census Tract 112.03,2076,887,2132,840,2076,2132
36055011205,140,36,055,40380,464,,,Census Tract 112.05,5371,1888,4848,1602,5371,4848
36055011207,140,36,055,40380,464,,,Census Tract 112.07,4954,2178,4332,1846,4954,4332
36055011301,140,36,055,40380,464,,,Census Tract 113.01,7878,2745,6414,2159,7878,6414
36055011302,140,36,055,40380,464,,,Census Tract 113.02,5576,2149,5339,1872,5576,5339
36055011400,140,36,055,40380,464,,,Census Tract 114,8250,3564,7001,2983,8250,7001
36055011501,140,36,055,40380,464,,,Census Tract 115.01,6667,2787,4492,1714,6667,4492
36055011503,140,36,055,40380,464,,,Census Tract 115.03,6060,2169,6090,2145,6060,6090
36055011504,140,36,055,40380,464,,,Census Tract 115.04,6317,2377,5553,2064,6317,5553
36055011505,140,36,055,40380,464,,,Census Tract 115.05,5716,2181,6023,2107,5716,6023
36055011603,140,36,055,40380,464,,,Census Tract 116.03,1314,895,1662,980,1314,1662
36055011705,140,36,055,40380,464,,,Census Tract 117.05,5152,2570,5350,2453,5152,5350
36055011706,140,36,055,40380,464,,,Census Tract 117.06,4764,2047,4829,1705,4764,4829
36055011707,140,36,055,40380,464,,,Census Tract 117.07,6776,2479,6830,2320,6776,6830
36055011901,140,36,055,40380,464,,,Census Tract 119.01,6211,2727,6042,2424,6211,6042
36055011902,140,36,055,40380,464,,,Census Tract 119.02,6137,2689,6380,2622,6137,6380
36055012000,140,36,055,40380,464,,,Census Tract 120,2854,1292,2901,1262,2854,2901
36055012100,140,36,055,40380,464,,,Census Tract 121,3733,1700,3753,1651,3733,3753
36055012202,140,36,055,40380,464,,,Census Tract 122.02,3616,1660,3977,1604,3616,3977
36055012301,140,36,055,40380,464,,,Census Tract 123.01,5948,2569,5485,2375,5948,5485
36055012305,140,36,055,40380,464,,,Census Tract 123.05,4189,1402,3543,1088,4189,3543
36055012500,140,36,055,40380,464,,,Census Tract 125,4450,2179,4329,1947,4450,4329
36055012600,140,36,055,40380,464,,,Census Tract 126,4929,2468,4980,2466,4929,4980
36055012800,140,36,055,40380,464,,,Census Tract 128,4431,2329,4350,2204,4431,4350
36055012900,140,36,055,40380,464,,,Census Tract 129,5272,2412,5137,2407,5272,5137
36055013001,140,36,055,40380,464,,,Census Tract 130.01,7089,2967,6519,2960,7089,6519
36055013002,140,36,055,40380,464,,,Census Tract 130.02,6583,3157,6449,3149,6583,6449
36055013101,140,36,055,40380,464,,,Census Tract 131.01,6467,2903,6482,2689,6467,6482
36055013103,140,36,055,40380,464,,,Census Tract 131.03,7367,1422,5939,623,7367,5939
36055013104,140,36,055,40380,464,,,Census Tract 131.04,5157,2281,5597,2146,5157,5597
36055013203,140,36,055,40380,464,,,Census Tract 132.03,5519,2205,5978,2202,5519,5978
36055013205,140,36,055,40380,464,,,Census Tract 132.05,4601,1707,3881,1284,4601,3881
36055013206,140,36,055,40380,464,,,Census Tract 132.06,5518,2294,4654,1725,5518,4654
36055013300,140,36,055,40380,464,,,Census Tract 133,3478,1412,3603,1300,3478,3603
36055013401,140,36,055,40380,464,,,Census Tract 134.01,4043,2106,4235,2140,4043,4235
36055013503,140,36,055,40380,464,,,Census Tract 135.03,5585,2082,5460,1855,5585,5460
36055013505,140,36,055,40380,464,,,Census Tract 135.05,3707,1741,3411,1611,3707,3411
36055013601,140,36,055,40380,464,,,Census Tract 136.01,4741,2084,4852,2075,4741,4852
36055013800,140,36,055,40380,464,,,Census Tract 138,5906,2486,6038,2477,5906,6038
36055013901,140,36,055,40380,464,,,Census Tract 139.01,4305,1904,3741,1555,4305,3741
36055013902,140,36,055,40380,464,,,Census Tract 139.02,4189,2198,4227,2169,4189,4227
36055014001,140,36,055,40380,464,,,Census Tract 140.01,5042,2202,5169,2221,5042,5169
36055014003,140,36,055,40380,464,,,Census Tract 140.03,4658,2197,4828,2217,4658,4828
36055014004,140,36,055,40380,464,,,Census Tract 140.04,3641,1803,3346,1630,3641,3346
36055014102,140,36,055,40380,464,,,Census Tract 141.02,3757,1587,3915,1507,3757,3915
36055014103,140,36,055,40380,464,,,Census Tract 141.03,4448,1813,4626,1706,4448,4626
36055014104,140,36,055,40380,464,,,Census Tract 141.04,3705,1610,3590,1418,3705,3590
36055014202,140,36,055,40380,464,,,Census Tract 142.02,6660,2969,6621,2685,6660,6621
36055014203,140,36,055,40380,464,,,Census Tract 142.03,6596,2995,6989,2862,6596,6989
36055014204,140,36,055,40380,464,,,Census Tract 142.04,2503,955,2679,974,2503,2679
36055014301,140,36,055,40380,464,,,Census Tract 143.01,2916,1472,2943,1463,2916,2943
36055014501,140,36,055,40380,464,,,Census Tract 145.01,4331,1719,4602,1624,4331,4602
36055014504,140,36,055,40380,464,,,Census Tract 145.04,5590,2129,6124,2118,5590,6124
36055014505,140,36,055,40380,464,,,Census Tract 145.05,5367,2204,5028,1887,5367,5028
36055014601,140,36,055,40380,464,,,Census Tract 146.01,5570,2200,4567,1754,5570,4567
36055014602,140,36,055,40380,464,,,Census Tract 146.02,4552,2053,3882,1726,4552,3882
36055014803,140,36,055,40380,464,,,Census Tract 148.03,3351,1321,2598,975,3351,2598
36055014804,140,36,055,40380,464,,,Census Tract 148.04,6754,2774,6511,2365,6754,6511
36055014901,140,36,055,40380,464,,,Census Tract 149.01,5558,2335,5053,2010,5558,5053
36055014905,140,36,055,40380,464,,,Census Tract 149.05,5536,2015,5141,1775,5536,5141
36055014906,140,36,055,40380,464,,,Census Tract 149.06,3669,1428,3407,1258,3669,3407
36055015000,140,36,055,40380,464,,,Census Tract 150,5590,2232,5433,2016,5590,5433
36055015102,140,36,055,40380,464,,,Census Tract 151.02,4217,1792,4362,1744,4217,4362
36055015301,140,36,055,40380,464,,,Census Tract 153.01,2919,220,2506,238,2919,2506
36055015303,140,36,055,40380,464,,,Census Tract 153.03,3183,1468,3310,1416,3183,3310
36055015400,140,36,055,40380,464,,,Census Tract 154,3601,1439,3248,1197,3601,3248
36055980000,140,36,055,40380,464,,,Census Tract 9800,0,0,0,0,0,0
36055980100,140,36,055,40380,464,,,Census Tract 9801,24,14,44,22,24,44
36055990000,140,36,055,40380,464,,,Census Tract 9900,0,0,0,0,0,0
36057070200,140,36,057,11220,104,,,Census Tract 702,2380,1255,2468,1299,2380,2468
36057070300,140,36,057,11220,104,,,Census Tract 703,2182,1036,2182,1120,2182,2182
36057070400,140,36,057,11220,104,,,Census Tract 704,2128,1010,2222,1023,2128,2222
36057070500,140,36,057,11220,104,,,Census Tract 705,2779,1254,2789,1258,2779,2789
36057070600,140,36,057,11220,104,,,Census Tract 706,2052,1076,1990,1093,2052,1990
36057070700,140,36,057,11220,104,,,Census Tract 707,2595,1234,2566,1215,2595,2566
36057070800,140,36,057,11220,104,,,Census Tract 708,2888,1498,2609,1514,2888,2609
36057070900,140,36,057,11220,104,,,Census Tract 709,1616,855,1529,755,1616,1529
36057072100,140,36,057,11220,104,,,Census Tract 721,5566,2520,5820,2374,5566,5820
36057072200,140,36,057,11220,104,,,Census Tract 722,3844,1643,3902,1607,3844,3902
36057072300,140,36,057,11220,104,,,Census Tract 723,3240,1299,3070,1233,3240,3070
36057072400,140,36,057,11220,104,,,Census Tract 724,2631,1191,2565,1170,2631,2565
36057072500,140,36,057,11220,104,,,Census Tract 725,4297,1933,7612,3315,4297,7612
36057072600,140,36,057,11220,104,,,Census Tract 726,3730,1693,3795,1636,3730,3795
36057072700,140,36,057,11220,104,,,Census Tract 727,4222,1750,3976,1619,4222,3976
36057072800,140,36,057,11220,104,,,Census Tract 728,4069,1816,4020,1702,4069,4020
36059300300,140,36,059,35620,408,,,Census Tract 3003,4565,1663,4351,1573,4565,4351
36059300400,140,36,059,35620,408,,,Census Tract 3004,5438,1986,5184,1868,5438,5184
36059300700,140,36,059,35620,408,,,Census Tract 3007,5870,3602,5586,3488,5870,5586
36059300800,140,36,059,35620,408,,,Census Tract 3008,4226,1695,4138,1696,4226,4138
36059300900,140,36,059,35620,408,,,Census Tract 3009,8009,3264,7072,2720,8009,7072
36059301000,140,36,059,35620,408,,,Census Tract 3010,5332,2243,4880,1647,5332,4880
36059301101,140,36,059,35620,408,,,Census Tract 3011.01,6556,2597,6138,2471,6556,6138
36059301102,140,36,059,35620,408,,,Census Tract 3011.02,4526,1888,4030,1550,4526,4030
36059301200,140,36,059,35620,408,,,Census Tract 3012,5889,2394,5859,2313,5889,5859
36059301300,140,36,059,35620,408,,,Census Tract 3013,4887,1709,4965,1769,4887,4965
36059301400,140,36,059,35620,408,,,Census Tract 3014,2040,740,1973,742,2040,1973
36059301500,140,36,059,35620,408,,,Census Tract 3015,3226,1056,3081,1038,3226,3081
36059301600,140,36,059,35620,408,,,Census Tract 3016,4665,1523,4508,1512,4665,4508
36059301800,140,36,059,35620,408,,,Census Tract 3018,5073,1845,5346,1876,5073,5346
36059301900,140,36,059,35620,408,,,Census Tract 3019,3007,1048,3015,1040,3007,3015
36059302000,140,36,059,35620,408,,,Census Tract 3020,4997,2067,4564,1827,4997,4564
