,lines_x,stations_x,Boro,2007,2008,2009,2010,2011,2012,2013,2012-2013 Change,12/13 %,2013 Rank,07/13 Change,7/13 %,index,lines_y,stations_y,3,4,k-means label
133,NR ,8 St ,M,16443.0,16696.0,16303.0,16759.0,17759.0,17766.0,16597.0,-1169.0,-6.6%,84.0,154.0,0.9365687526607066,8StNR,NR,8St,40.730328,-73.992629,0
134,A ,80 St ,Q,4101.0,4303.0,4151.0,4101.0,4181.0,4253.0,4291.0,38.0,+0.9%,317.0,190.0,4.633016337478664,80StA,A,80St,40.679371,-73.858992,0
135,BC ,81 St ,M,12036.0,12484.0,12370.0,12374.0,12685.0,13119.0,13663.0,544.0,+4.1%,111.0,1627.0,13.517779993353274,81StBC,BC,81St,40.781433,-73.972143,0
136,7 ,82 St ,Q,16189.0,16666.0,16092.0,15575.0,15811.0,15582.0,15662.0,80.0,+0.5%,93.0,-527.0,-3.2552968064735315,82St7,7,82St,40.747659,-73.883697,0
137,J ,85 St ,Q,3667.0,3693.0,3592.0,3643.0,3704.0,3776.0,3792.0,16.0,+0.4%,338.0,125.0,3.408781019907281,85StJ,J,85St,40.692435,-73.86001,0
138,N ,86 St ,B,2016.0,2194.0,2307.0,2389.0,2491.0,2552.0,2515.0,-37.0,-1.4%,384.0,499.0,24.751984126984127,86StN,N,86St,40.592721,-73.97823,3
139,R ,86 St ,B,10263.0,10659.0,10457.0,10710.0,11076.0,11313.0,11648.0,335.0,+3.0%,133.0,1385.0,13.495079411478125,86StR,R,86St,40.622687,-74.028398,0
140,1 ,86 St ,M,19491.0,19354.0,18933.0,18901.0,19269.0,19677.0,19766.0,89.0,+0.5%,67.0,275.0,1.410907598378739,86St1,1,86St,40.788644,-73.976218,0
141,456 ,86 St ,M,59958.0,61897.0,60254.0,60965.0,62214.0,63550.0,64741.0,1191.0,+1.9%,10.0,4783.0,7.977250742186197,86St456,456,86St,40.779492,-73.955589,0
142,BC ,86 St ,M,10779.0,10998.0,10469.0,10572.0,10771.0,11093.0,11236.0,143.0,+1.3%,141.0,457.0,4.23972539196586,86StBC,BC,86St,40.785868,-73.968916,0
143,A ,88 St ,Q,2601.0,2708.0,2638.0,2648.0,2680.0,2677.0,2719.0,42.0,+1.6%,377.0,118.0,4.536716647443291,88StA,A,88St,40.679843,-73.85147,0
144,D ,9 Ave ,B,5815.0,6152.0,5945.0,5955.0,5533.0,5440.0,5857.0,417.0,+7.7%,257.0,42.0,0.7222699914015477,9AveD,D,9Ave,40.646292,-73.994324,0
145,7 ,90 St ,Q,16598.0,17303.0,16618.0,16647.0,16679.0,16768.0,16743.0,-25.0,-0.1%,81.0,145.0,0.8735992288227498,90St7,7,90St,40.748408,-73.876613,0
146,123 ,96 St ,M,35159.0,35682.0,34571.0,35053.0,36550.0,37941.0,38711.0,770.0,+2.0%,26.0,3552.0,10.102676412867261,96St123,123,96St,40.793919,-73.972323,0
147,6 ,96 St ,M,24149.0,25033.0,24591.0,24870.0,25848.0,26070.0,26232.0,162.0,+0.6%,43.0,2083.0,8.625615967534888,96St6,6,96St,40.785672,-73.95107,0
148,BC ,96 St ,M,8129.0,8619.0,8530.0,9037.0,9249.0,9514.0,9815.0,301.0,+3.2%,159.0,1686.0,20.74055849427974,96StBC,BC,96St,40.791646,-73.964699,3
149,J ,Alabama Ave ,B,1906.0,2119.0,2153.0,2271.0,2387.0,2464.0,2443.0,-21.0,-0.9%,385.0,537.0,28.174186778593914,AlabamaAveJ,J,AlabamaAve,40.676992,-73.898654,3
150,25 ,Allerton Ave ,Bx,4958.0,5179.0,5258.0,5282.0,5193.0,5389.0,5526.0,137.0,+2.5%,270.0,568.0,11.45623235175474,AllertonAve25,25,AllertonAve,40.865462,-73.867352,0
151,A ,Aqueduct Racetrack ,Q,58.0,60.0,52.0,61.0,116.0,0.0,551.0,551.0,0,413.0,493.0,850.0,AqueductRacetrackA,A,AqueductRacetrack,40.672131,-73.835812,2
152,A ,Aqueduct-North Conduit Ave ,Q,895.0,889.0,830.0,791.0,1386.0,2430.0,1951.0,-479.0,-19.7%,398.0,1056.0,117.98882681564247,Aqueduct-NorthConduitAveA,A,Aqueduct-NorthConduitAve,40.668234,-73.834058,3
153,6 ,Astor Place ,M,17642.0,17927.0,17376.0,17630.0,17632.0,17607.0,17914.0,307.0,+1.7%,75.0,272.0,1.5417753089218909,AstorPlace6,6,AstorPlace,40.730054,-73.99107,0
154,NQ ,Astoria Blvd ,Q,10498.0,11146.0,10993.0,11173.0,11809.0,12127.0,12210.0,83.0,+0.7%,127.0,1712.0,16.30786816536483,AstoriaBlvdNQ,NQ,AstoriaBlvd,40.770258,-73.917843,3
155,NQ ,Ditmars Blvd ,Q,16200.0,16748.0,16027.0,16148.0,16541.0,16777.0,17039.0,262.0,+1.6%,79.0,839.0,5.179012345679012,DitmarsBlvdNQ,NQ,DitmarsBlvd,40.775036,-73.912034,0
156,L ,Atlantic Ave ,B,1144.0,1284.0,1319.0,1385.0,1440.0,1487.0,1580.0,93.0,+6.3%,403.0,436.0,38.111888111888106,AtlanticAveL,L,AtlanticAve,40.675345,-73.903097,3
157,BDNQR2345,Atlantic Ave-Barclays Ctr ,B,30224.0,31657.0,31408.0,32497.0,33160.0,35670.0,39871.0,4201.0,+11.8%,24.0,9647.0,31.918343038644785,AtlanticAve-BarclaysCtrBDNQR2345,BDNQR2345,AtlanticAve-BarclaysCtr,40.683666,-73.97881,3
158,BDNQR2345,Atlantic Ave-Barclays Ctr ,B,30224.0,31657.0,31408.0,32497.0,33160.0,35670.0,39871.0,4201.0,+11.8%,24.0,9647.0,31.918343038644785,AtlanticAve-BarclaysCtrBDNQR2345,BDNQR2345,AtlanticAve-BarclaysCtr,40.684359,-73.977666,3
159,Q ,Ave H ,B,2695.0,2820.0,2697.0,2174.0,1724.0,2714.0,2861.0,147.0,+5.4%,371.0,166.0,6.159554730983302,AveHQ,BQ,AveH,40.62927,-73.961639,0
160,F ,Ave I ,B,2414.0,2422.0,2370.0,2328.0,2290.0,2284.0,2283.0,-1.0,-0.0%,390.0,-131.0,-5.426677713338856,AveIF,F,AveI,40.625322,-73.976127,0
161,Q ,Ave J ,B,6335.0,6506.0,6237.0,6742.0,6860.0,5974.0,6036.0,62.0,+1.0%,248.0,-299.0,-4.719810576164167,AveJQ,BQ,AveJ,40.625039,-73.960803,0
162,Q ,Ave M ,B,5858.0,6188.0,5713.0,4628.0,4632.0,5544.0,5836.0,292.0,+5.3%,258.0,-22.0,-0.37555479685899623,AveMQ,BQ,AveM,40.617618,-73.959399,0
163,F ,Ave N ,B,3433.0,3493.0,3282.0,3377.0,3458.0,3390.0,3411.0,21.0,+0.6%,355.0,-22.0,-0.6408389163996504,AveNF,F,AveN,40.61514,-73.974197,0
164,F ,Ave P ,B,2828.0,2859.0,2648.0,2667.0,2696.0,2705.0,2757.0,52.0,+1.9%,375.0,-71.0,-2.5106082036775104,AvePF,F,AveP,40.608944,-73.973022,0
165,F ,Ave U ,B,2147.0,2153.0,2142.0,2331.0,2229.0,2302.0,2296.0,-6.0,-0.3%,389.0,149.0,6.939916162086633,AveUF,F,AveU,40.596063,-73.973357,0
166,N ,Ave U ,B,3197.0,3537.0,3871.0,3872.0,3804.0,3980.0,3738.0,-242.0,-6.1%,342.0,541.0,16.92211448232718,AveUN,N,AveU,40.597473,-73.979137,3
167,Q ,Ave U ,B,7010.0,7173.0,5875.0,4101.0,6816.0,6694.0,6821.0,127.0,+1.9%,218.0,-189.0,-2.6961483594864477,AveUQ,BQ,AveU,40.5993,-73.955929,0
168,F ,Ave X ,B,2896.0,2857.0,2736.0,2789.0,2810.0,2877.0,2972.0,95.0,+3.3%,366.0,76.0,2.6243093922651934,AveXF,F,AveX,40.58962,-73.97425,0
169,D ,Bay 50 St ,B,2856.0,2820.0,3170.0,3260.0,3117.0,2632.0,2793.0,161.0,+6.1%,374.0,-63.0,-2.2058823529411766,Bay50StD,D,Bay50St,40.588841,-73.983765,0
170,D ,Bay Parkway ,B,6674.0,6979.0,6673.0,6753.0,6594.0,6726.0,7111.0,385.0,+5.7%,211.0,437.0,6.547797422834882,BayParkwayD,D,BayParkway,40.601875,-73.993728,0
171,F ,Bay Parkway ,B,1427.0,1414.0,1336.0,1386.0,1398.0,1526.0,1575.0,49.0,+3.2%,404.0,148.0,10.371408549404345,BayParkwayF,F,BayParkway,40.620769,-73.975264,0
172,N ,Bay Parkway ,B,5623.0,6180.0,6494.0,6497.0,6703.0,6892.0,6990.0,98.0,+1.4%,214.0,1367.0,24.31086608571937,BayParkwayN,N,BayParkway,40.611815,-73.981848,3
173,R ,Bay Ridge Ave ,B,7830.0,8215.0,8092.0,8119.0,8240.0,8206.0,8079.0,-127.0,-1.5%,187.0,249.0,3.1800766283524906,BayRidgeAveR,R,BayRidgeAve,40.634967,-74.023377,0
174,R ,95 St ,B,5535.0,5722.0,5617.0,5715.0,5848.0,5996.0,5974.0,-22.0,-0.4%,252.0,439.0,7.931345980126468,95StR,R,95St,40.616622,-74.030876,0
175,5 ,Baychester Ave ,Bx,3743.0,3924.0,3634.0,3706.0,3840.0,3980.0,4177.0,197.0,+4.9%,322.0,434.0,11.594977290943094,BaychesterAve5,5,BaychesterAve,40.878663,-73.838591,0
176,AS ,Beach 105 St ,Q,264.0,282.0,191.0,208.0,255.0,253.0,141.0,-112.0,-44.3%,419.0,-123.0,-46.590909090909086,Beach105StAS,H,Beach105St,40.583209,-73.827559,0
177,A ,Beach 25 St ,Q,1763.0,1871.0,1748.0,1329.0,1702.0,1494.0,904.0,-590.0,-39.5%,412.0,-859.0,-48.723766307430516,Beach25StA,A,Beach25St,40.600066,-73.761353,0
178,A ,Beach 36 St ,Q,875.0,881.0,896.0,1111.0,622.0,718.0,466.0,-252.0,-35.1%,414.0,-409.0,-46.74285714285714,Beach36StA,A,Beach36St,40.595398,-73.768175,0
179,A ,Beach 44 St ,Q,520.0,604.0,594.0,478.0,748.0,538.0,297.0,-241.0,-44.8%,417.0,-223.0,-42.88461538461538,Beach44StA,A,Beach44St,40.592943,-73.776013,0
180,A ,Beach 60 St ,Q,2431.0,2478.0,2401.0,2624.0,1798.0,1924.0,1317.0,-607.0,-31.5%,408.0,-1114.0,-45.824763471822294,Beach60StA,A,Beach60St,40.592374,-73.788522,0
181,A ,Beach 67 St ,Q,1808.0,1929.0,1912.0,1546.0,2236.0,1859.0,1118.0,-741.0,-39.9%,410.0,-690.0,-38.163716814159294,Beach67StA,A,Beach67St,40.590927,-73.796924,0
182,AS ,Beach 90 St ,Q,1064.0,1114.0,864.0,908.0,1019.0,877.0,463.0,-414.0,-47.2%,415.0,-601.0,-56.484962406015036,Beach90StAS,H,Beach90St,40.588034,-73.813641,0
183,AS ,Beach 98 St ,Q,927.0,794.0,782.0,503.0,615.0,572.0,292.0,-280.0,-49.0%,418.0,-635.0,-68.50053937432578,Beach98StAS,H,Beach98St,40.585307,-73.820558,0
184,L ,Bedford Ave ,B,16857.0,18887.0,19550.0,21149.0,22520.0,23825.0,25755.0,1930.0,+8.1%,46.0,8898.0,52.785193094856744,BedfordAveL,L,BedfordAve,40.717304,-73.956872,3
185,BD ,Bedford Park Blvd ,Bx,6214.0,6317.0,6054.0,6037.0,6150.0,6183.0,6303.0,120.0,+1.9%,239.0,89.0,1.4322497586095913,BedfordParkBlvdBD,BD,BedfordParkBlvd,40.873244,-73.887138,0
186,4 ,Bedford Park Blvd-Lehman College ,Bx,5359.0,5519.0,5701.0,5897.0,6052.0,6034.0,6201.0,167.0,+2.8%,243.0,842.0,15.71188654599739,BedfordParkBlvd-LehmanCollege4,4,BedfordParkBlvd-LehmanCollege,40.873412,-73.890064,3
187,G ,Bedford-Nostrand Aves ,B,5312.0,5832.0,5928.0,6040.0,6348.0,6755.0,7300.0,545.0,+8.1%,207.0,1988.0,37.424698795180724,Bedford-NostrandAvesG,G,Bedford-NostrandAves,40.689627,-73.953522,3
188,23 ,Bergen St ,B,3946.0,4033.0,4015.0,4127.0,4344.0,4472.0,4070.0,-402.0,-9.0%,327.0,124.0,3.1424227065382664,BergenSt23,23,BergenSt,40.680829,-73.975098,0
189,FG ,Bergen St ,B,9896.0,10038.0,10154.0,10578.0,11048.0,11370.0,11562.0,192.0,+1.7%,136.0,1666.0,16.835084882780922,BergenStFG,FG,BergenSt,40.686145,-73.990862,3
190,Q ,Beverley Rd ,B,2829.0,2875.0,2933.0,3436.0,3567.0,3096.0,2340.0,-756.0,-24.4%,388.0,-489.0,-17.28525980911983,BeverleyRdQ,BQ,BeverleyRd,40.644031,-73.964492,0
191,25 ,Beverly Rd ,B,4044.0,4121.0,3975.0,3972.0,4146.0,4199.0,4375.0,176.0,+4.2%,316.0,331.0,8.184965380811079,BeverlyRd25,25,BeverleyRd,40.645098,-73.948959,0
192,JZ ,Bowery ,M,2434.0,2822.0,3084.0,3016.0,2763.0,2746.0,2743.0,-3.0,-0.1%,376.0,309.0,12.695152013147082,BoweryJZ,JZ,Bowery,40.72028,-73.993915,0
193,45 ,Bowling Green ,M,25784.0,28094.0,26925.0,26411.0,27015.0,28183.0,30640.0,2457.0,+8.7%,33.0,4856.0,18.83338504498914,BowlingGreen45,45,BowlingGreen,40.704817,-74.014065,3
194,EF ,Briarwood-Van Wyck Blvd ,Q,5853.0,6026.0,5744.0,5688.0,5655.0,5196.0,4664.0,-532.0,-10.2%,305.0,-1189.0,-20.314368699812064,Briarwood-VanWyckBlvdEF,F,Briarwood-VanWyckBlvd,40.709179,-73.820574,0
195,BQ ,Brighton Beach ,B,12312.0,13064.0,12848.0,12770.0,12421.0,12376.0,12185.0,-191.0,-1.5%,128.0,-127.0,-1.0315139701104612,BrightonBeachBQ,BQ,BrightonBeach,40.577621,-73.961376,0
196,AS ,Broad Channel ,Q,351.0,360.0,325.0,318.0,304.0,267.0,127.0,-140.0,-52.4%,420.0,-224.0,-63.817663817663814,BroadChannelAS,AS,BroadChannel,40.608382,-73.815925,0
197,JZ ,Broad St ,M,6846.0,7199.0,7052.0,6401.0,5746.0,5261.0,5635.0,374.0,+7.1%,265.0,-1211.0,-17.68916155419223,BroadStJZ,JZ,BroadSt,40.706476,-74.011056,0
198,G ,Broadway ,B,3242.0,3352.0,3347.0,3217.0,3186.0,3272.0,3368.0,96.0,+2.9%,356.0,126.0,3.8864898210980874,BroadwayG,G,Broadway,40.706092,-73.950308,0
199,NQ ,Broadway ,Q,12783.0,13018.0,12511.0,12644.0,12678.0,13041.0,13280.0,239.0,+1.8%,115.0,497.0,3.8879762184150826,BroadwayNQ,NQ,Broadway,40.76182,-73.925508,0
200,ACJLZ ,Broadway Junction ,B,8731.0,8913.0,8528.0,8412.0,8441.0,8790.0,8863.0,73.0,+0.8%,179.0,132.0,1.5118543122208223,BroadwayJunctionACJLZ,ACJL,BroadwayJunction,40.678334,-73.905316,0
201,BDFM 6 ,Broadway-Lafayette St ,M,31923.0,33377.0,32489.0,34191.0,36301.0,37283.0,38799.0,1516.0,+4.1%,25.0,6876.0,21.539329010431352,Broadway-LafayetteStBDFM6,BDFM6,Broadway-LafayetteSt,40.725297,-73.996204,3
202,25 ,Bronx Park East ,Bx,2768.0,2897.0,2834.0,2888.0,2757.0,2811.0,2959.0,148.0,+5.3%,368.0,191.0,6.9002890173410405,BronxParkEast25,25,BronxParkEast,40.848828,-73.868457,0
203,6 ,Brook Ave ,Bx,5618.0,5877.0,5790.0,5874.0,6073.0,6113.0,6186.0,73.0,+1.2%,244.0,568.0,10.110359558561765,BrookAve6,6,BrookAve,40.807566,-73.91924,0
204,456JZ,Brooklyn Bridge-City Hall ,M,34570.0,36656.0,36679.0,36939.0,36350.0,36993.0,36680.0,-313.0,-0.8%,29.0,2110.0,6.103557998264391,BrooklynBridge-CityHall456JZ,456JZ,BrooklynBridge-CityHall,40.713065,-74.004131,0
205,6 ,Buhre Ave ,Bx,2795.0,2975.0,2980.0,3011.0,3315.0,3418.0,3718.0,300.0,+8.8%,343.0,923.0,33.02325581395349,BuhreAve6,6,BuhreAve,40.84681,-73.832569,3
206,25 ,Burke Ave ,Bx,3252.0,3380.0,3367.0,3392.0,3387.0,3491.0,3612.0,121.0,+3.5%,345.0,360.0,11.07011070110701,BurkeAve25,25,BurkeAve,40.871356,-73.867164,0
207,4 ,Burnside Ave ,Bx,10135.0,10433.0,10909.0,11232.0,11243.0,11387.0,11560.0,173.0,+1.5%,137.0,1425.0,14.060187469166255,BurnsideAve4,4,BurnsideAve,40.853453,-73.907684,0
208,L ,Bushwick Ave ,B,1022.0,1150.0,1143.0,1246.0,1322.0,1371.0,1509.0,138.0,+10.1%,406.0,487.0,47.651663405088065,BushwickAveL,L,BushwickAve,40.682829,-73.905249,3
209,1 ,Canal St ,M,5460.0,5689.0,5526.0,5691.0,5960.0,5854.0,6039.0,185.0,+3.2%,247.0,579.0,10.604395604395604,CanalSt1,1,CanalSt,40.722854,-74.006277,0
210,ACE ,Canal St ,M,17795.0,18503.0,17858.0,17975.0,18986.0,19097.0,19738.0,641.0,+3.4%,68.0,1943.0,10.918797415004216,CanalStACE,ACE,CanalSt,40.720824,-74.005229,0
211,JNQRZ6 ,Canal St ,M,45505.0,47383.0,46450.0,46435.0,45700.0,45952.0,44696.0,-1256.0,-2.7%,18.0,-809.0,-1.7778266124601692,CanalStJNQRZ6,JNQRZ6,CanalSt,40.718803,-74.000193,0
212,JNQRZ6 ,Canal St ,M,45505.0,47383.0,46450.0,46435.0,45700.0,45952.0,44696.0,-1256.0,-2.7%,18.0,-809.0,-1.7778266124601692,CanalStJNQRZ6,JNQRZ6,CanalSt,40.719527,-74.001775,0
213,L ,Canarsie-Rockaway Parkway ,B,12224.0,12671.0,12282.0,12504.0,12817.0,13039.0,13254.0,215.0,+1.6%,117.0,1030.0,8.426047120418847,Canarsie-RockawayParkwayL,L,Canarsie-RockawayParkway,40.646654,-73.90185,0
214,FG ,Carroll St ,B,9930.0,10051.0,9786.0,10002.0,11906.0,13193.0,12339.0,-854.0,-6.5%,124.0,2409.0,24.259818731117825,CarrollStFG,FG,CarrollSt,40.680303,-73.995048,3
215,6 ,Castle Hill Ave ,Bx,6660.0,6969.0,6708.0,7617.0,7540.0,7567.0,5632.0,-1935.0,-25.6%,266.0,-1028.0,-15.435435435435435,CastleHillAve6,6,CastleHillAve,40.834255,-73.851222,0
216,1 ,Cathedral Parkway-110 St ,M,12938.0,13382.0,13277.0,13116.0,13650.0,13870.0,13874.0,4.0,+0.0%,110.0,936.0,7.234503014376256,CathedralParkway-110St1,1,CathedralParkway-110St,40.803967,-73.966847,0
217,BC ,Cathedral Parkway-110 St ,M,6083.0,6448.0,6309.0,6597.0,6742.0,6933.0,7117.0,184.0,+2.7%,210.0,1034.0,16.998191681735985,CathedralParkway-110StBC,BC,CathedralParkway-110St,40.800605,-73.958158,3
218,M ,Central Ave ,B,2012.0,2202.0,2347.0,2548.0,2903.0,3445.0,1744.0,-1701.0,-49.4%,400.0,-268.0,-13.320079522862823,CentralAveM,M,CentralAve,40.697857,-73.927397,0
219,23 ,110 St ,M,7376.0,7678.0,7927.0,8098.0,8472.0,8751.0,9130.0,379.0,+4.3%,174.0,1754.0,23.77982646420824,110St23,23,110St,40.799075,-73.951822,3
220,123 ,Chambers St ,M,18006.0,18949.0,20202.0,21619.0,22683.0,23151.0,23147.0,-4.0,-0.0%,58.0,5141.0,28.551593913140067,ChambersSt123,123,ChambersSt,40.715478,-74.009266,3
221,AC E 23 ,Chambers St ,M,53900.0,54437.0,51076.0,50671.0,53178.0,53589.0,53426.0,-163.0,-0.3%,14.0,-474.0,-0.8794063079777364,ChambersStACE23,ACE23,ChambersSt,40.714111,-74.008585,0
222,JZ ,Chauncey St ,B,2395.0,2571.0,2646.0,2789.0,2984.0,3037.0,2967.0,-70.0,-2.3%,367.0,572.0,23.883089770354907,ChaunceyStJZ,JZ,ChaunceySt,40.682893,-73.910456,3
223,1 ,Christopher St ,M,10142.0,10136.0,10016.0,10005.0,10077.0,10068.0,10076.0,8.0,+0.1%,155.0,-66.0,-0.6507592190889371,ChristopherSt1,1,ChristopherSt,40.733422,-74.002906,0
224,25 ,Church Ave ,B,9470.0,9539.0,9367.0,9691.0,9929.0,9851.0,9794.0,-57.0,-0.6%,160.0,324.0,3.4213305174234425,ChurchAve25,25,ChurchAve,40.650843,-73.949575,0
225,BQ ,Church Ave ,B,15392.0,16295.0,15769.0,14696.0,14876.0,16042.0,17638.0,1596.0,+9.9%,77.0,2246.0,14.591995841995843,ChurchAveBQ,BQ,ChurchAve,40.650527,-73.962982,0
226,FG ,Church Ave ,B,9209.0,9305.0,9174.0,9429.0,10463.0,9985.0,9984.0,-1.0,-0.0%,156.0,775.0,8.415680312737539,ChurchAveFG,F,ChurchAve,40.644041,-73.979678,0
227,R ,City Hall ,M,10697.0,11107.0,10636.0,9840.0,8954.0,7330.0,5666.0,-1664.0,-22.7%,264.0,-5031.0,-47.031878096662616,CityHallR,R,CityHall,40.713282,-74.006978,0
228,23 ,Clark St ,B,5040.0,5221.0,5269.0,5406.0,5596.0,5760.0,5971.0,211.0,+3.7%,253.0,931.0,18.47222222222222,ClarkSt23,23,ClarkSt,40.697466,-73.993086,3
229,G ,Classon Ave ,B,3572.0,3713.0,3760.0,3935.0,4170.0,4288.0,4490.0,202.0,+4.7%,314.0,918.0,25.699888017917132,ClassonAveG,G,ClassonAve,40.688873,-73.96007,3
230,J ,Cleveland St ,B,2592.0,2943.0,3013.0,3080.0,3148.0,3271.0,3328.0,57.0,+1.7%,357.0,736.0,28.39506172839506,ClevelandStJ,J,ClevelandSt,40.679947,-73.884639,3
231,C ,Clinton-Washington Aves ,B,4902.0,5153.0,5029.0,5404.0,5698.0,6033.0,6642.0,609.0,+10.1%,224.0,1740.0,35.49571603427172,Clinton-WashingtonAvesC,C,Clinton-WashingtonAves,40.683263,-73.965838,3
232,G ,Clinton-Washington Aves ,B,4624.0,4728.0,4736.0,4942.0,5190.0,5183.0,5294.0,111.0,+2.1%,280.0,670.0,14.48961937716263,Clinton-WashingtonAvesG,G,Clinton-WashingtonAves,40.688089,-73.966839,0
233,DFNQ ,StillwellAve ,B,11737.0,12488.0,12240.0,13079.0,13254.0,13474.0,13177.0,-297.0,-2.2%,118.0,1440.0,12.26889324358865,StillwellAveDFNQ,DFNQ,StillwellAve,40.577422,-73.981233,0
234,Q ,Cortelyou Rd ,B,5870.0,6171.0,6088.0,6578.0,6812.0,6379.0,5318.0,-1061.0,-16.6%,279.0,-552.0,-9.40374787052811,CortelyouRdQ,BQ,CortelyouRd,40.640927,-73.963891,0
235,1 ,Cortlandt St ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,CortlandtSt1,0,0,0.0,0.0,0
236,R ,Cortlandt St ,M,0.0,0.0,347.0,3361.0,4745.0,6393.0,5497.0,-896.0,-14.0%,271.0,5497.0,1484.0,CortlandtStR,R,CortlandtSt,40.710668,-74.011029,1
237,EGM7,Court Square ,Q,27470.0,29042.0,25140.0,24848.0,21610.0,18631.0,20446.0,1815.0,+9.7%,65.0,-7024.0,-25.569712413542046,CourtSquareEGM7,EGM7,CourtSquare,40.747023,-73.945264,0
238,R2345 ,Court St ,B,35069.0,36639.0,37057.0,38057.0,38026.0,38088.0,38428.0,340.0,+0.9%,27.0,3359.0,9.578260001710913,CourtStR2345,R2345,CourtSt,40.6941,-73.991777,0
239,JZ ,Crescent St ,B,3973.0,4429.0,4428.0,4551.0,4667.0,4635.0,4683.0,48.0,+1.0%,302.0,710.0,17.870626730430406,CrescentStJZ,JZ,CrescentSt,40.683194,-73.873785,3
240,34 ,Utica Ave ,B,27087.0,27945.0,27231.0,27476.0,27368.0,27549.0,27780.0,231.0,+0.8%,38.0,693.0,2.5584228596743825,UticaAve34,34,UticaAve,40.668897,-73.932942,0
241,6 ,Cypress Ave ,Bx,3358.0,3670.0,3574.0,3739.0,3701.0,3636.0,3842.0,206.0,+5.7%,335.0,484.0,14.413341274568195,CypressAve6,6,CypressAve,40.805368,-73.914042,0
242,J ,Cypress Hills ,B,1408.0,1393.0,1379.0,1398.0,1434.0,1391.0,1431.0,40.0,+2.9%,407.0,23.0,1.6335227272727273,CypressHillsJ,J,CypressHills,40.689941,-73.87255,0
243,BQR ,DeKalb Ave ,B,16068.0,16724.0,16835.0,16905.0,17180.0,17791.0,17318.0,-473.0,-2.7%,78.0,1250.0,7.7794373910878765,DeKalbAveBQR,BQR,DeKalbAve,40.690635,-73.981824,0
244,L ,DeKalb Ave ,B,9743.0,10374.0,10066.0,10451.0,10829.0,11004.0,11617.0,613.0,+5.6%,134.0,1874.0,19.234322077388892,DeKalbAveL,L,DeKalbAve,40.703811,-73.918425,3
245,FJMZ ,Delancey St ,M,18016.0,19078.0,19380.0,20798.0,22127.0,22846.0,23691.0,845.0,+3.7%,54.0,5675.0,31.499777975133213,DelanceyStFJMZ,FJMZ,DelanceySt,40.718611,-73.988114,3
246,F ,Ditmas Ave ,B,4745.0,4728.0,4496.0,4471.0,4554.0,4669.0,4676.0,7.0,+0.1%,303.0,-69.0,-1.4541622760800843,DitmasAveF,F,DitmasAve,40.636119,-73.978172,0
247,1 ,Dyckman St ,M,7235.0,7482.0,7248.0,7092.0,4025.0,3795.0,6564.0,2769.0,+73.0%,228.0,-671.0,-9.274360746371805,DyckmanSt1,1,DyckmanSt,40.860531,-73.925536,0
248,A ,Dyckman St ,M,5914.0,5778.0,5579.0,5935.0,7088.0,7375.0,6557.0,-818.0,-11.1%,230.0,643.0,10.872505918160298,DyckmanStA,A,DyckmanSt,40.865491,-73.927271,0
249,L ,East 105 St ,B,3142.0,3414.0,3407.0,3525.0,3684.0,3727.0,3818.0,91.0,+2.4%,337.0,676.0,21.514958625079565,East105StL,L,East105St,40.650573,-73.899485,3
250,6 ,East 143 St ,Bx,931.0,899.0,831.0,871.0,941.0,973.0,911.0,-62.0,-6.4%,411.0,-20.0,-2.1482277121374866,East143St6,6,East143St,40.808719,-73.907657,0
251,6 ,East 149 St ,Bx,4259.0,4386.0,4323.0,4226.0,4336.0,4486.0,4580.0,94.0,+2.1%,307.0,321.0,7.536980511857244,East149St6,6,East149St,40.812118,-73.904098,0
252,25 ,East 180 St ,Bx,5948.0,6428.0,6341.0,5931.0,6518.0,6832.0,7003.0,171.0,+2.5%,213.0,1055.0,17.737054472091458,East180St25,25,East180St,40.841894,-73.873488,3
253,F ,East Broadway ,M,12964.0,13321.0,12783.0,12779.0,12993.0,13052.0,13276.0,224.0,+1.7%,116.0,312.0,2.406664609688368,EastBroadwayF,F,EastBroadway,40.713715,-73.990173,0
254,5 ,Eastchester-Dyre Ave ,Bx,3930.0,4301.0,4189.0,4333.0,4603.0,4765.0,4948.0,183.0,+3.8%,289.0,1018.0,25.90330788804071,Eastchester-DyreAve5,5,Eastchester-DyreAve,40.8883,-73.830834,3
255,23 ,Eastern Parkway-Brooklyn Museum ,B,4696.0,4842.0,4754.0,4813.0,4835.0,4795.0,4938.0,143.0,+3.0%,290.0,242.0,5.153321976149915,EasternParkway-BrooklynMuseum23,23,EasternParkway-BrooklynMuseum,40.671987,-73.964375,0
256,6 ,Elder Ave ,Bx,6318.0,6480.0,6434.0,9042.0,2240.0,6161.0,6377.0,216.0,+3.5%,235.0,59.0,0.9338398227287116,ElderAve6,6,ElderAve,40.828584,-73.879159,0
257,MR,Elmhurst Ave ,Q,13541.0,13885.0,13410.0,13253.0,13426.0,13562.0,13597.0,35.0,+0.3%,112.0,56.0,0.4135588213573591,ElmhurstAveMR,MR,ElmhurstAve,40.742454,-73.882017,0
